GEOID,GEOID11,16+_emp_rate,16+_uemp_rate,uemp_rate,med_hhinc,pop,pct_white,pct_black,pct_asian,pct_other,tol_hu,med_value,pct_noins,pct_poverty,city,metro,med_rent
1400000US06037101110,6037101110,55.7,4.7,7.7,53077,4314,76.8,1.1,7.6,14.5,150,458.7,13.2,16.1,,,1609
1400000US06037101122,6037101122,69.1,3.3,4.6,88953,3239,87.6,1.9,6.4,4.2,100,608.4,6.8,3.4,,,2120
1400000US06037101210,6037101210,58.8,6.6,10.1,32119,6052,78.8,2.8,4.3,14,100,374.3,10.6,33,,,1318
1400000US06037101220,6037101220,54.6,4.6,7.8,41728,3497,71.3,2,8.6,18,100,414.8,10.4,15,,,1198
1400000US06037101300,6037101300,53.8,3.2,5.7,86914,4297,86.2,3.7,6.7,3.3,150,586,7.4,9.2,,,2435
1400000US06037101400,6037101400,57.7,4.6,7.3,71125,3851,78.5,0.5,9,12,150,560,5.4,8.4,,,1151
1400000US06037102103,6037102103,54.2,5.5,9.2,76333,1771,86,0,6.4,7.6,90,591.7,9.7,8.8,,,2111
1400000US06037102104,6037102104,52,6,10.4,70754,3554,76.5,3.3,12.5,7.7,90,548.9,5.6,12.7,,,2063
1400000US06037102105,6037102105,67.1,6.3,8.6,52132,1857,63.5,2.2,6.3,28,70,463.9,9.7,17.3,,,1455
1400000US06037102107,6037102107,58.5,3.7,5.9,106037,4333,78.5,2.6,9.1,9.8,100,625.6,1.4,7.9,,,1125
1400000US06037103101,6037103101,60.3,4.2,6.6,89211,2597,84.8,0.5,6.6,8.2,150,509.6,4,7,,,2016
1400000US06037103102,6037103102,61.6,4.3,6.6,74631,4456,72.7,0,16.9,10.4,150,447.5,10.3,5.5,,,1583
1400000US06037103200,6037103200,53.3,1.5,2.8,71346,6726,87.7,1.3,6.3,4.6,100,539.8,7.3,15.1,,,1141
1400000US06037103300,6037103300,60.2,2.2,3.6,93207,3549,85,1.2,8.7,5.1,100,690.3,4.6,4.9,,,2111
1400000US06037103400,6037103400,58.6,2.4,4,81618,6662,75.3,2.3,13,9.5,150,513,5,14,,,1631
1400000US06037104103,6037104103,62,1,1.6,86989,3647,63.8,13.8,7.3,15.2,90,429.2,6.6,7.7,,,1992
1400000US06037104105,6037104105,51,5.4,9.6,52616,6190,53.3,5,9.8,31.9,100,329,14.7,22.6,,,779
1400000US06037104108,6037104108,61.3,5.5,8.3,50259,5420,58.3,9.5,3.2,29,100,366.9,7.6,15.8,,,1331
1400000US06037104124,6037104124,55.4,2.9,5,84250,4189,61.6,9.2,8.4,20.7,90,383.8,11.1,8.2,,,1363
1400000US06037104201,6037104201,54.5,3.6,6.2,51563,4424,58,9.6,0,32.5,100,400.9,17.5,24.7,,,1625
1400000US06037104203,6037104203,59.9,5.8,8.8,46406,5541,55.4,8.1,0.9,35.6,90,368.7,16.5,25.1,,,1439
1400000US06037104204,6037104204,51.5,4.3,7.7,63333,3562,62.6,4.6,5.8,27,100,359,11.8,15.6,,,1320
1400000US06037104310,6037104310,66.2,3.7,5.2,69904,5313,53.2,2.1,0.3,44.4,100,388.8,19.2,12.8,,,2290
1400000US06037104320,6037104320,55.2,8.1,12.7,52895,5599,62.1,3.7,1.1,33.1,80,372.5,15.6,23.8,,,1096
1400000US06037104401,6037104401,59.4,5,7.7,69965,3452,57.2,0,0.8,42,90,396.6,18.1,19.9,,,1700
1400000US06037104403,6037104403,57,5.3,8.5,55398,3279,55.3,0,2.9,41.8,80,357.8,14.3,20,,,1549
1400000US06037104404,6037104404,57.5,3.4,5.5,55341,3128,54.4,4.2,2,39.5,90,396.3,16.6,26.1,,,1399
1400000US06037104500,6037104500,60.6,2.1,3.3,60139,2950,46.3,0,0.2,53.5,80,399.7,12,23.1,,,1447
1400000US06037104610,6037104610,60.3,3.3,5.2,60320,3504,50.2,0,0,49.8,100,408.3,17.4,16.9,,,1416
1400000US06037104620,6037104620,60.1,3.5,5.5,62014,3684,54.1,0.7,0.4,44.7,80,395.7,13,9.3,,,1658
1400000US06037104701,6037104701,52.6,7.5,12.4,32036,4325,61.5,3.9,0,34.6,100,395.8,10.9,33.5,,,1099
1400000US06037104703,6037104703,62.2,4.9,7.3,39181,2311,64.9,5.9,0,29.2,70,298,14,31.2,,,1329
1400000US06037104704,6037104704,57.7,3.2,5.3,48581,4331,49.7,13.8,7.8,28.8,90,223,11.8,25.2,,,1395
1400000US06037104810,6037104810,64.8,3.1,4.6,74145,5789,65.9,0.2,1.1,32.9,70,364.2,17.9,14.9,,,1700
1400000US06037104821,6037104821,64.6,5.8,8.2,68750,3361,56.6,1.9,4.5,37,90,386.2,16.4,20.2,,,1438
1400000US06037104822,6037104822,62.1,3.3,5,55500,2748,63.3,1.2,4.5,31,80,423.2,17.8,20.6,,,1557
1400000US06037106010,6037106010,62.2,3.1,4.7,71806,3108,76.2,2.7,3.8,17.3,150,487.8,11.4,17,,,2028
1400000US06037106020,6037106020,59.7,3.7,5.8,75038,5807,82.8,1.1,0.8,15.3,100,466.5,16.4,13.6,,,1913
1400000US06037106111,6037106111,64,3.2,4.8,93198,4482,61.5,5.1,9,24.3,100,454.5,7.6,7.7,,,2528
1400000US06037106112,6037106112,61.8,2.5,3.8,90875,5885,70.6,1.5,7.4,20.4,100,454.8,5.7,6.9,,,1885
1400000US06037106113,6037106113,57.3,2.4,4.1,85156,3962,72.5,4.9,9.1,13.5,100,448.8,10.6,4.9,,,1787
1400000US06037106114,6037106114,60.3,4.8,7.4,54363,6410,73.8,4.5,4,17.7,150,339.4,11.3,16.7,,,1355
1400000US06037106403,6037106403,60.6,3.1,4.8,62015,3431,81.5,0.5,0.4,17.6,100,421,12.4,5.1,,,2038
1400000US06037106405,6037106405,51.2,4.1,7.3,57807,4813,73.2,5.8,1.7,19.3,80,349.5,8.2,31.5,,,1316
1400000US06037106406,6037106406,62.8,2,3.1,77454,5860,73.9,2.9,5.3,17.9,100,381.4,8.7,5.5,,,1718
1400000US06037106407,6037106407,56.4,3.2,5.3,37452,3272,77,9.9,3.7,9.4,100,241.5,8.3,23.8,,,1548
1400000US06037106408,6037106408,66.1,3.5,5,49464,3817,74.1,1.9,3.6,20.4,100,316,18.5,15.2,,,1424
1400000US06037106510,6037106510,68.3,2.6,3.6,91983,5347,64.6,6.5,9,20,100,498.3,7.5,5.5,,,1740
1400000US06037106520,6037106520,64.3,0.9,1.5,63594,5879,83.7,0.4,1.4,14.5,150,395.6,12.7,16.8,,,1774
1400000US06037106603,6037106603,60.7,2.5,4,114688,3222,66.5,0,24.2,9.3,150,673.4,3.6,3.1,,,3375
1400000US06037106604,6037106604,56.4,2.4,4,58028,5143,84.4,0.1,2,13.5,90,501.5,8.4,27,,,1345
1400000US06037106641,6037106641,57.6,2.7,4.4,108333,2352,71.6,1.2,19.8,7.4,100,667.8,5.9,2.7,,,3047
1400000US06037106642,6037106642,58.3,5.3,8.3,106179,3016,61.2,5.8,11.2,21.8,90,604.1,5.5,5.5,,,3500
1400000US06037106643,6037106643,58.2,4.1,6.5,151875,4599,64.5,1.9,21.1,12.5,100,893.7,1.4,1.7,,,2283
1400000US06037106645,6037106645,52.7,4.6,8.1,110946,3491,78.6,4.6,12.5,4.3,100,676.8,5.6,7.9,,,2957
1400000US06037106646,6037106646,55.1,3.4,5.8,105750,3439,56.3,5,17.2,21.6,150,551.9,4.9,4.7,,,2250
1400000US06037106648,6037106648,62.9,1.4,2.2,65278,4569,75.7,0.3,0.1,23.9,100,403.3,11.6,22.5,,,1161
1400000US06037106649,6037106649,63.9,2.3,3.5,82841,2599,59.6,3.3,20.6,16.5,100,480.3,6.4,9.9,,,1554
1400000US06037107010,6037107010,58.9,6.1,9.4,56375,3093,69,0.5,0.5,30,90,393.2,9,14.7,,,1717
1400000US06037107020,6037107020,65.9,2.7,3.9,81935,5442,69.4,0.6,9.4,20.6,90,386.2,14.1,6.4,,,1784
1400000US06037108101,6037108101,61.4,3.3,5.1,141893,2417,65.6,4.2,20.5,9.7,100,696.1,4,7.5,,,3354
1400000US06037108102,6037108102,53.3,3.8,6.6,95592,3677,51.2,4.4,36.7,7.8,100,666.1,2.3,9.7,,,2534
1400000US06037108103,6037108103,61.2,0.8,1.3,159643,3153,62.5,0,28.5,9,90,863.7,0.8,2.8,,,2941
1400000US06037108104,6037108104,51.6,1.2,2.3,130714,1922,58.4,4.9,30.8,5.9,80,673.8,8.7,7.9,,,3290
1400000US06037108201,6037108201,60.1,2.4,3.9,125000,5501,39.8,5.9,46.6,7.7,150,687.9,5.3,2,,,3198
1400000US06037108202,6037108202,60.2,3.5,5.5,108304,7561,42.7,6.8,45,5.4,150,808.9,5.3,4.4,,,1935
1400000US06037109100,6037109100,48.5,3.5,6.7,59792,2738,59.7,0.3,12.2,27.8,100,394,6,4.6,,,1223
1400000US06037109200,6037109200,73.8,2.8,3.6,112250,2995,61,2.2,21.2,15.7,80,481,3.1,2,,,2196
1400000US06037109300,6037109300,64.1,6.5,9.3,84919,3247,55,0.8,15.9,28.3,100,487.9,7.7,6.5,,,2688
1400000US06037109400,6037109400,59.2,2.3,3.8,77273,3959,41.1,2.3,3.5,53.1,100,410.3,7,7.6,,,1845
1400000US06037109500,6037109500,49.4,3.8,7.1,44118,4821,58.6,1.2,2.5,37.6,70,395.9,7,22.6,,,1490
1400000US06037109601,6037109601,55.5,5.9,9.6,92545,4938,48.9,2.7,10.3,38.1,100,467.2,9.3,6,,,2746
1400000US06037109603,6037109603,55.5,5.7,9.3,53750,4476,46,1.6,12.5,39.8,80,452.2,11,20.7,,,1417
1400000US06037109604,6037109604,70.4,6.5,8.4,88000,3088,47.7,2.4,18,32,100,456,6.7,7,,,1216
1400000US06037109700,6037109700,63,6.6,9.5,98605,4568,46,17.4,10,26.6,100,519.5,8.6,9.1,,,2306
1400000US06037109800,6037109800,66.8,2.6,3.7,96422,5398,45.9,3.9,15.7,34.4,100,486.8,8.8,12.2,,,1928
1400000US06037111100,6037111100,60.5,4.8,7.4,86683,3128,54.4,2.5,15.1,28,150,493.8,4.9,8,,,1915
1400000US06037111201,6037111201,62.2,4.6,6.9,85034,3485,69.1,1.3,15.5,14.1,100,575.8,10.2,7,,,2179
1400000US06037111202,6037111202,60,4.6,7.1,80521,5329,57.4,5.6,21.6,15.3,150,560.3,4,3.7,,,1757
1400000US06037111204,6037111204,58.6,2.8,4.6,150192,6153,62.5,4.5,22,11,200,749.6,2.3,1.8,,,3161
1400000US06037111205,6037111205,63.2,4.2,6.3,76968,4064,46.1,10.9,35,7.9,100,491.7,5.2,5.7,,,2227
1400000US06037111206,6037111206,54.7,3.3,5.7,114861,4382,62.6,1.2,12.7,23.5,150,647.7,5.5,4.3,,,
1400000US06037111301,6037111301,63.7,2.2,3.4,68456,7151,51.2,6.2,21.4,21.1,150,562.2,7.8,13.8,,,1520
1400000US06037111302,6037111302,54.6,4.8,8,66850,5325,59.9,7.8,21.9,10.4,150,605.9,6.6,13.3,,,1687
1400000US06037111400,6037111400,60.7,2.1,3.3,59875,8066,53.6,5.4,16.8,24.2,150,569.8,7.3,15.1,,,1268
1400000US06037113101,6037113101,58.3,3.4,5.5,105781,3699,76,1.9,16,6.1,100,625.2,7.3,5.7,,,2917
1400000US06037113102,6037113102,54,3.3,5.7,138333,2928,78.4,2.6,12.4,6.6,150,865.7,1.6,5.9,,,2643
1400000US06037113211,6037113211,63.2,1.6,2.5,93009,3929,81.5,1.3,15.2,1.9,150,476.6,0.7,5.5,,,2191
1400000US06037113212,6037113212,66.8,2,3,79009,3272,61.8,2.3,22.4,13.5,90,553.8,3.9,9.3,,,2097
1400000US06037113213,6037113213,62.9,1.3,2,84274,5059,45.2,4.8,22.7,27.4,150,520.6,5.1,4.5,,,1738
1400000US06037113231,6037113231,56.4,5.4,8.8,105208,2424,64.6,13.1,11.7,10.6,100,655,5.6,3.3,,,2438
1400000US06037113232,6037113232,59.9,1.4,2.2,112105,4358,71,2.2,17.8,9,100,630.2,5.5,4.4,,,3073
1400000US06037113233,6037113233,73,5.4,6.9,47500,7624,41.4,6.5,12.4,39.7,100,322,18.9,20.6,,,1232
1400000US06037113234,6037113234,62.7,1.9,3,56375,4818,46.6,5.1,17.5,30.9,150,236.6,7.9,16.4,,,1313
1400000US06037113235,6037113235,71.9,3.8,5,88750,1834,62.2,5.6,4.7,27.6,100,518,6.4,7.7,,,2107
1400000US06037113237,6037113237,56.6,5.9,9.4,82821,4145,61.8,9.2,12,17,100,705.3,5.5,7.4,,,1871
1400000US06037113301,6037113301,54.7,4.3,7.3,66500,2960,69.1,5.7,13,12.1,100,839.1,5.3,6.1,,,2318
1400000US06037113303,6037113303,58,2.5,4.2,83971,4307,64,1.5,16.9,17.6,100,529.3,5.3,8,,,877
1400000US06037113321,6037113321,65.1,7.9,10.8,68904,6420,53.2,10.4,14.8,21.6,100,348.3,6.6,10.7,,,1626
1400000US06037113322,6037113322,62.7,2.3,3.5,93795,4284,63.8,1.2,22.1,12.9,100,625.6,7.7,5.3,,,2091
1400000US06037113401,6037113401,60.8,2.3,3.6,84923,6284,41.6,2.3,19.5,36.6,150,495.4,9,11.5,,,1565
1400000US06037113421,6037113421,67.2,5.1,7,61228,6810,32.1,7,14.7,46.1,150,477.6,16.2,14.5,,,1628
1400000US06037113422,6037113422,64.5,3.2,4.7,74262,6385,56.9,5,17.7,20.3,100,481,4.7,8.4,,,1564
1400000US06037115101,6037115101,57.5,2.4,4,138750,5060,60.7,5.6,11,22.7,150,848.8,10.8,4.8,,,2406
1400000US06037115103,6037115103,35,11.7,25.1,41818,3393,45.2,13.8,18.3,22.7,0,,5.1,48.3,,,1674
1400000US06037115104,6037115104,62.4,5.3,7.8,51094,4752,42.8,17.6,20.4,19.2,150,501.7,7.9,28,,,1578
1400000US06037115201,6037115201,60.7,3.1,4.8,63768,6909,63,4.6,14.4,18,150,592.9,6.3,19.6,,,1570
1400000US06037115202,6037115202,71.7,1.8,2.4,61202,5328,51.1,9.9,14.8,24.3,150,515.9,5.8,15,,,1481
1400000US06037115301,6037115301,57.3,2.7,4.5,94615,4600,60,6.6,22.7,10.7,150,577.5,5.3,6.1,,,1788
1400000US06037115302,6037115302,61.6,2.5,3.8,46544,4132,52.6,6.7,10.8,29.8,150,529.3,15.4,30.4,,,1396
1400000US06037115401,6037115401,64.2,2.3,3.5,61483,6219,59.8,5,12.9,22.3,150,705.8,11.4,15.3,,,1291
1400000US06037115403,6037115403,62,2.7,4.1,52500,3722,45.6,6.9,15.1,32.5,100,542.4,17.7,20.5,,,1256
1400000US06037115404,6037115404,60,2.1,3.4,63659,2926,48.1,9.6,13.5,28.8,100,544.9,11.4,14.4,,,1387
1400000US06037117101,6037117101,62.1,5.1,7.5,79005,5115,20.3,4.2,38.9,36.6,100,411.2,9.7,7.8,,,1398
1400000US06037117102,6037117102,63.7,2.7,4.1,62643,2839,57.1,1.7,7.4,33.9,100,448.6,13.8,11.6,,,1655
1400000US06037117201,6037117201,52,4.1,7.2,55750,4785,44.9,1.9,14.3,38.9,100,515.4,11.2,24.1,,,1160
1400000US06037117202,6037117202,54.4,2.8,5,79464,2577,47,8.8,28.6,15.6,100,528.4,4.6,4.4,,,
1400000US06037117301,6037117301,63.8,5.1,7.4,95391,4005,56,2.2,18.1,23.7,100,537.1,4.1,4.4,,,2922
1400000US06037117302,6037117302,59.2,4,6.3,95303,5335,61,9.6,17.6,11.8,150,566.8,6.6,11.1,,,1750
1400000US06037117303,6037117303,60.5,3.4,5.3,81517,3578,50,4.4,15.8,29.8,90,488.1,5.9,9.8,,,1901
1400000US06037117404,6037117404,62.3,6.7,9.8,85448,4729,56.8,1.7,11.1,30.4,100,519.8,12.1,16,,,1935
1400000US06037117405,6037117405,62.7,5.1,7.6,36582,3723,33.5,1.7,2.8,61.9,100,192,20.8,34.3,,,1247
1400000US06037117407,6037117407,59.5,5,7.8,28512,4064,17.7,0.9,2.2,79.2,100,,17.5,40.4,,,1209
1400000US06037117408,6037117408,62.9,9.1,12.6,34630,3333,30.7,10.1,7,52.2,100,372.4,19.4,39.7,,,1128
1400000US06037117510,6037117510,62.8,3.2,4.8,42432,4340,25.9,3.3,7.4,63.4,80,351.3,19.1,28.8,,,1344
1400000US06037117520,6037117520,61.7,8.3,11.8,37375,4133,24.9,6.4,7.3,61.4,150,325,20.6,35.5,,,1210
1400000US06037117530,6037117530,66.6,7.3,9.9,51875,6864,31.1,1.8,11.9,55.2,150,300.6,13.9,23.6,,,1319
1400000US06037119001,6037119001,62.5,3.5,5.3,76932,4329,52.3,0,15.5,32.2,150,422,15.5,13.3,,,2204
1400000US06037119002,6037119002,65.1,4.5,6.4,79846,8052,62.9,2.1,8,27,150,426.4,12.8,6.7,,,1620
1400000US06037119201,6037119201,60.3,2.7,4.3,74012,4289,67.6,0,6.8,25.6,100,423.4,13.1,18.9,,,2082
1400000US06037119202,6037119202,59.4,3.3,5.2,64196,4723,41.5,0.8,6.2,51.4,70,385.3,12.6,10.2,,,1190
1400000US06037119310,6037119310,60.3,6.2,9.3,47049,4085,50.6,3.8,15.2,30.3,100,285.7,10.6,18.3,,,1527
1400000US06037119320,6037119320,68.2,7,9.3,63375,4761,26.8,6.5,18.3,48.4,80,341.4,15.5,21.3,,,1711
1400000US06037119340,6037119340,67.6,8.1,10.7,29891,4032,43.9,4.4,1.2,50.5,100,,22.8,43.7,,,1244
1400000US06037119341,6037119341,58.5,5.9,9.2,47778,2877,40.5,2.9,25.3,31.3,100,365.6,17,14.6,,,1256
1400000US06037119342,6037119342,64.9,8,11,52083,3092,46,2.1,13,38.8,100,263.5,17,17.2,,,1553
1400000US06037119400,6037119400,59.2,4.9,7.7,81711,5426,56.2,0.9,8.4,34.5,100,419.1,19.1,9.7,,,1979
1400000US06037119700,6037119700,63.8,2.9,4.4,79986,5076,59.1,3.6,22.9,14.4,100,495.1,7.3,9.3,,,1696
1400000US06037119800,6037119800,62.1,4.2,6.3,74906,6130,53.9,1.4,14.2,30.5,100,425.9,13.3,8.6,,,1529
1400000US06037119900,6037119900,62.9,4.6,6.8,74183,4998,39.3,0.5,23.2,37,100,401.4,11.3,9.6,,,1347
1400000US06037120010,6037120010,63.5,6.4,9.1,50500,2701,34.5,3,10.6,51.9,100,407.6,14.2,15.5,,,1450
1400000US06037120020,6037120020,61.7,6,8.8,32551,3853,28.9,5.7,18.1,47.3,70,420.3,18.2,30.7,,,1117
1400000US06037120030,6037120030,58.1,3.5,5.7,27162,2683,37.8,2.2,5.1,55,100,417.3,30.1,36.1,,,1057
1400000US06037120103,6037120103,59.4,9.4,13.7,28073,3399,33.2,2.9,2.9,61,100,255,23.3,47.5,,,1203
1400000US06037120104,6037120104,65.4,2.5,3.6,36375,2236,41.5,8.6,16,33.9,100,373.3,14,28.5,,,1251
1400000US06037120105,6037120105,53.8,6.2,10.4,32202,2872,36.6,1.5,16.9,45,100,422.9,11.7,27.7,,,1110
1400000US06037120106,6037120106,58.1,9.6,14.1,31897,4663,43.6,1.9,8.3,46.2,90,,16.7,34.8,,,1149
1400000US06037120107,6037120107,61.6,8.1,11.6,27986,3703,38.1,2.2,5.9,53.8,150,331.3,22.9,46,,,1158
1400000US06037120108,6037120108,62.4,7.2,10.4,36707,4754,44.2,3.2,4.3,48.2,100,265.1,20,32.6,,,1136
1400000US06037120300,6037120300,60.9,5,7.6,67241,5190,38.1,1.2,21.6,39.2,100,396.6,11.6,11.7,,,1386
1400000US06037120400,6037120400,61.9,7.1,10.3,51554,6664,44.5,4.8,19.9,30.8,100,398.5,11.3,13.1,,,1257
1400000US06037121010,6037121010,58.7,1.6,2.7,64135,4901,47.8,2.7,15.3,34.3,90,454,15.5,16.9,,,1226
1400000US06037121020,6037121020,61.3,5.4,8,50685,3617,57,2.8,13.7,26.5,90,483.1,12.4,15.7,,,1398
1400000US06037121101,6037121101,65.3,5.6,7.9,50833,2900,65.3,1.1,7.7,25.9,150,407.1,15.4,18.4,,,1190
1400000US06037121102,6037121102,60.5,1.3,2.1,46628,2724,84.3,0,3.3,12.4,100,485.8,11.1,16,,,1773
1400000US06037121210,6037121210,54.4,3.7,6.3,62109,3066,51.6,3.6,18.8,26,100,411.2,14.9,10,,,1191
1400000US06037121221,6037121221,58.6,4.4,7,60278,2402,73.2,0,2.5,24.4,80,412.9,17.4,11.1,,,1750
1400000US06037121222,6037121222,58,4.7,7.4,48883,5378,71.7,1.4,6,20.9,90,453,18,27.6,,,1355
1400000US06037121600,6037121600,55.7,2.4,4.1,78750,2542,61.8,1.5,25,11.7,100,487.6,11.2,7.8,,,2053
1400000US06037121801,6037121801,55.2,5.4,8.9,34628,2999,49.1,4.8,6,40.1,90,372.5,14.7,21.1,,,1348
1400000US06037121802,6037121802,46,3.3,6.7,64293,3249,65.4,3.7,7.2,23.7,90,434.7,12.2,20.3,,,1602
1400000US06037121900,6037121900,56.5,2.4,4,52708,3657,73.8,2.2,4.7,19.3,80,430.6,13.5,21.1,,,1309
1400000US06037122000,6037122000,56.1,5.1,8.3,72715,6287,66.8,2.8,10.6,19.8,100,488.1,15.6,8.6,,,1909
1400000US06037122120,6037122120,57.4,4.9,7.9,54722,4616,66.4,0,3.4,30.1,80,419.2,13.6,20.4,,,1383
1400000US06037122121,6037122121,58.8,3,4.9,49318,2593,70.7,4.2,8.3,16.8,100,434.8,12,12.5,,,1156
1400000US06037122122,6037122122,54.9,3.3,5.6,40156,2652,70.1,0.8,1,28.1,80,404.5,14.4,19.4,,,1312
1400000US06037122200,6037122200,58,3.8,6.2,58818,3739,77.5,0.5,3.5,18.5,100,425.4,9,16,,,1456
1400000US06037122410,6037122410,49,6.2,11.2,31397,3588,62.8,3.3,3.6,30.2,90,401.4,16.6,30.8,,,1228
1400000US06037122420,6037122420,59.7,4.3,6.7,42000,4381,57.2,1.5,7.1,34.2,100,457.7,11.1,13.7,,,1241
1400000US06037123010,6037123010,55.1,2.7,4.7,32768,3959,85,2.4,1,11.6,100,435.3,23.5,31.1,,,1256
1400000US06037123020,6037123020,60,4.2,6.5,51042,3343,65.5,1.3,4.5,28.7,100,384.7,16.8,20.8,,,1322
1400000US06037123103,6037123103,66.3,3.3,4.7,45000,3883,65.7,6.3,11.9,16.1,150,427.4,9.5,21.5,,,1245
1400000US06037123104,6037123104,60.9,4,6.1,43012,4537,63.5,3.1,6.4,27,100,534.8,10.1,19.4,,,1143
1400000US06037123203,6037123203,54.7,4.8,8,39454,3880,55.9,9.7,0.2,34.2,90,568.3,14.1,26.5,,,1218
1400000US06037123204,6037123204,61.2,6.2,9.2,39970,3004,49.4,5.6,5.2,39.8,150,448.9,15.5,27.9,,,1191
1400000US06037123205,6037123205,62.3,1.7,2.7,46295,2615,71.3,4.1,1.8,22.8,100,483.3,16.8,19.9,,,1232
1400000US06037123206,6037123206,62.3,3.9,5.9,34458,2638,58.4,0.7,1.2,39.7,100,413.1,14.4,26.2,,,1129
1400000US06037123301,6037123301,67.9,5.5,7.5,60144,4356,52.8,3.5,21.4,22.3,150,435,9.8,16.2,,,1623
1400000US06037123303,6037123303,53.5,6.9,11.4,40700,2987,69.1,1.1,8.8,21.1,150,468.3,10.4,23.3,,,1402
1400000US06037123304,6037123304,50.8,5.9,10.4,37935,4348,69.8,2.2,7.3,20.7,150,544.5,12.3,30,,,1297
1400000US06037123410,6037123410,56.9,4.2,6.9,52500,4249,70.1,1.8,4.3,23.8,90,486,13.5,25.5,,,1227
1400000US06037123420,6037123420,61.4,3.7,5.7,43290,4359,68.8,6.6,6.9,17.7,100,505.5,11.7,19.6,,,1180
1400000US06037123510,6037123510,58.6,5,7.9,47292,4913,51.4,2.5,5,41.2,100,551.4,16,21.1,,,1185
1400000US06037123520,6037123520,59.5,7.2,10.8,53098,2888,67.4,2,2.6,27.9,100,590.6,12,15.6,,,1184
1400000US06037123601,6037123601,62.7,5.3,7.8,54283,4741,76.3,5,2.8,15.9,150,559.1,13.9,15.7,,,1337
1400000US06037123602,6037123602,64.2,3.4,5,55641,3664,67.1,9.2,3.4,20.3,100,703.7,8.1,14.1,,,1370
1400000US06037123700,6037123700,57.7,2.8,4.6,66726,4338,78.2,2.8,3.1,15.8,150,589.5,8.2,10.7,,,1363
1400000US06037123800,6037123800,62.2,2.7,4.2,63333,6150,73.5,7.6,3.6,15.3,100,693.3,8.3,17.8,,,1407
1400000US06037123901,6037123901,60.1,4.8,7.4,50132,4374,65.8,4.9,6.1,23.2,100,548.4,18.2,19.3,,,1392
1400000US06037123902,6037123902,68.6,6.3,8.4,65977,2499,67.3,6.4,12.4,13.9,100,632.1,5.6,12.6,,,1453
1400000US06037124000,6037124000,62,6.6,9.6,84201,5131,82.6,4.2,4,9.2,100,890.5,5.3,6.7,,,1556
1400000US06037124102,6037124102,70,1.1,1.6,46723,3542,66.5,6.2,8.1,19.3,100,589.4,13.7,21,,,1419
1400000US06037124103,6037124103,54.2,3.7,6.4,41702,1983,53.3,2.5,9.6,34.6,70,550.2,11.9,10.4,,,1153
1400000US06037124104,6037124104,68.6,5.9,7.9,39083,2444,70.6,6.2,2,21.2,150,491.2,18.2,16.1,,,1192
1400000US06037124105,6037124105,61.3,4.6,7,44177,2462,71.6,2.6,6.9,18.9,100,460.9,19.3,16.8,,,1217
1400000US06037124201,6037124201,59.4,8.1,12,52917,3435,75.5,1.7,6.8,16,70,585.1,7.4,16.4,,,1340
1400000US06037124203,6037124203,61.7,3.2,4.9,48750,2537,74.2,2.2,3.6,20,100,577,15.1,18.2,,,1276
1400000US06037124204,6037124204,63.4,8.6,11.9,48041,2152,57.2,2.9,4.9,35,80,430.6,22.1,23.8,,,1233
1400000US06037124300,6037124300,57.8,2.8,4.6,42643,3026,86.4,3.3,2.6,7.8,100,560.9,7.8,14.2,,,1127
1400000US06037124400,6037124400,64.9,5.3,7.6,75670,4690,82.6,3,4.8,9.6,150,697.4,12.7,12.9,,,1315
1400000US06037124500,6037124500,73.6,1.2,1.6,91667,3057,58.1,4.5,7.8,29.6,100,814,5.1,11.3,,,1533
1400000US06037124600,6037124600,66.1,3.9,5.6,71750,3031,74,6.9,7.1,12,150,794.6,8.3,10.3,,,1657
1400000US06037124700,6037124700,72.5,1.5,2,90795,5697,80.2,1.4,5.3,13.2,150,877.9,8.6,5.1,,,1791
1400000US06037124902,6037124902,58.2,6.4,10,34572,2654,70.9,12,9.4,7.7,150,644.4,13.4,20.6,,,1372
1400000US06037124903,6037124903,62.5,10.5,14.3,56223,3587,85.5,2.3,6.2,6.1,150,492.1,10.7,15.2,,,1521
1400000US06037125100,6037125100,67,8.5,11.3,66134,6044,78.8,5.5,8.4,7.3,150,830.4,8.6,12.4,,,1476
1400000US06037125200,6037125200,66.8,8.4,11.1,64219,3623,72.6,3.9,5.3,18.2,150,688.8,8.9,16.5,,,1447
1400000US06037125310,6037125310,64.6,4.7,6.8,53022,4761,68.5,8.9,3.9,18.7,100,744.5,8.9,20.5,,,1463
1400000US06037125320,6037125320,62.3,4,6,34681,5379,77.6,6.5,4.9,11,150,395.3,10.1,27.2,,,1489
1400000US06037125401,6037125401,76.2,4,5,59824,4729,66,14.3,11.9,7.8,100,344.5,8.4,20.9,,,1687
1400000US06037125402,6037125402,72.3,6,7.7,66546,4676,72.9,5.9,8.6,12.7,150,617.6,11.2,12,,,1723
1400000US06037125501,6037125501,75.7,4.5,5.6,47227,3127,70.3,9.6,8.4,11.6,150,554.6,9.8,13.3,,,1418
1400000US06037125502,6037125502,71.7,9.1,11.2,65919,3457,76.9,5.7,7.7,9.7,150,675.9,12,14,,,1669
1400000US06037125600,6037125600,60.4,5.4,8.2,81357,2795,86.6,2.9,6.4,4.1,100,996.4,6.4,11.8,,,1453
1400000US06037127102,6037127102,66.8,9.5,12.5,43579,5663,33.1,3.1,6.4,57.3,100,444.6,18.3,16.3,,,1252
