GEOID,GEOID11,16+_emp_rate,16+_uemp_rate,uemp_rate,med_hhinc,pop,pct_white,pct_black,pct_asian,pct_other,tol_hu,med_value,pct_noins,pct_poverty,city,metro,med_rent
1400000US06037402402,6037402402,55.1,8.7,13.6,53906,6557,46,4.1,14.2,35.7,90,309.3,16.6,19.3,,,1695
1400000US06037402403,6037402403,52.2,6.5,11.1,68384,5234,44.1,3.3,14.2,38.5,90,251.1,9.8,6.2,,,1011
1400000US06037402404,6037402404,22.2,14.6,39.7,-,1885,49.3,6.7,25,18.9,0,,5,0,,,0
1400000US06037402405,6037402405,57.6,4.8,7.8,59306,2914,41.6,11.7,1.3,45.3,80,338.3,12.9,22.7,,,1554
1400000US06037402406,6037402406,55.7,6.8,10.9,47274,5207,44.6,3.6,4.3,47.5,100,340.1,12.6,15.1,,,991
1400000US06037402501,6037402501,56.1,3.6,6.1,40335,5873,60.9,3.8,2.9,32.3,100,302.6,22.1,20.9,,,1171
1400000US06037402502,6037402502,53.9,5.5,9.3,44103,7086,60.4,4.1,11.5,24,150,371.5,15,25.6,,,1275
1400000US06037402600,6037402600,59.1,4.1,6.5,46750,7324,56.9,3.1,7,33,100,366.8,15.4,21.3,,,1045
1400000US06037402702,6037402702,57,5.7,9.1,31340,6779,51.8,10.8,0.9,36.4,150,344.1,20.7,43.4,,,1054
1400000US06037402703,6037402703,64,4.1,6,70875,4686,40.6,16.8,7.5,35,100,348.8,12.8,17.4,,,1463
1400000US06037402705,6037402705,57,5.1,8.2,75833,3282,47.9,4.7,6.5,41,100,372.8,9,9.9,,,1566
1400000US06037402706,6037402706,60,5.1,7.9,66339,3973,58.8,10.1,7.9,23.1,100,351.3,10.9,14.7,,,1615
1400000US06037402801,6037402801,62.3,2.2,3.4,34936,4921,47.8,0.5,3.3,48.4,80,324.6,15.5,27.2,,,1085
1400000US06037402803,6037402803,60,6.5,9.8,48810,3162,49.6,1.6,9.2,39.6,80,277.9,17.6,20,,,1340
1400000US06037402804,6037402804,59.7,5.8,8.9,48056,4143,41.8,1.9,11.8,44.5,150,305.2,17.4,18.2,,,1205
1400000US06037402902,6037402902,55.5,6.1,9.9,56463,6928,47.5,3,14.5,34.9,150,347.2,19.6,27.9,,,1186
1400000US06037402903,6037402903,56.2,4.8,7.9,58611,4535,55.5,6.2,10.8,27.6,100,379.7,16.3,21.4,,,1293
1400000US06037402904,6037402904,64.1,6.9,9.7,70913,3746,64.5,0.6,1.4,33.5,100,340.8,16.3,8.4,,,1669
1400000US06037403000,6037403000,56.8,4.1,6.7,59554,6844,50.1,6,5.8,38.1,100,336.2,10.1,15.9,,,1664
1400000US06037403200,6037403200,12.9,0,0,-,449,53.5,12.5,29.2,4.9,0,,3.8,68.6,,,0
1400000US06037403303,6037403303,56,2.4,4.1,82292,2818,31.5,3.4,46,19.1,100,560.5,9,11.5,,,2102
1400000US06037403304,6037403304,52.2,3.7,6.7,104079,5037,21.5,2,65.5,10.9,150,781.5,6.8,5.4,,,2165
1400000US06037403305,6037403305,64.9,2.4,3.5,90536,2294,20.6,2,64.7,12.7,100,684.1,5.8,6.6,,,2366
1400000US06037403312,6037403312,57.9,4.2,6.8,80197,4881,44.1,1.1,39.6,15.1,150,460,5.7,7.7,,,1937
1400000US06037403316,6037403316,61.7,2.3,3.6,86905,7108,43.8,5.5,39.8,11,150,531,10.5,5,,,1743
1400000US06037403317,6037403317,57.5,1.7,2.9,95978,4676,44.9,6.8,35.1,13.1,150,600.2,4.8,3.6,,,2185
1400000US06037403318,6037403318,62.2,3.8,5.8,87885,6360,46.3,8.6,31.8,13.4,200,555.5,6,13.7,,,1730
1400000US06037403319,6037403319,54.9,4.7,7.8,81711,4280,20.6,11.8,48.9,18.7,150,573.2,9.9,6.1,,,1696
1400000US06037403320,6037403320,60,3.4,5.3,104637,5022,23.6,2.2,67.4,6.7,150,785.1,2.4,5.1,,,2178
1400000US06037403321,6037403321,56.6,5.7,9.1,102731,6366,31.3,4.4,40.5,23.8,150,611.1,7.3,8.6,,,2129
1400000US06037403322,6037403322,59.7,2.6,4.2,92500,3773,36.4,1.2,53,9.4,100,628.7,5.4,9.5,,,1933
1400000US06037403323,6037403323,55.8,6.1,9.9,96033,5421,20.7,2,71.1,6.2,150,673.9,5.9,3.8,,,2405
1400000US06037403324,6037403324,62.8,2.2,3.3,104266,7045,18.2,5.3,66.2,10.4,100,954.1,3,5.6,,,1826
1400000US06037403325,6037403325,59.3,3,4.8,107500,5155,32,4.4,56.2,7.4,150,690.1,4.5,4.8,,,2063
1400000US06037403401,6037403401,58,4.1,6.6,100833,5363,25.5,4.9,55.5,14.1,150,651.5,8.9,10.7,,,2300
1400000US06037403402,6037403402,59.2,3.6,5.7,87031,3763,22.1,1.8,58.4,17.8,150,644.6,4.2,5.7,,,2417
1400000US06037403403,6037403403,56.2,2.9,4.9,128152,5006,13.4,3.3,69.8,13.6,150,920,5.1,4.6,,,2275
1400000US06037403404,6037403404,53.1,1.9,3.5,95714,2444,19.6,3.8,68.4,8.2,100,873.2,7.3,6.4,,,2409
1400000US06037403405,6037403405,55,0.9,1.6,111625,1746,24.8,0.1,66.8,8.3,90,880.7,2.7,12,,,2361
1400000US06037403406,6037403406,55.9,1.6,2.7,87545,3019,35.7,0.6,46.5,17.2,100,648.9,6.6,10.9,,,1926
1400000US06037403407,6037403407,51.7,3.4,6.1,140119,2233,11.2,3.4,82.5,3,100,1130.3,4.5,11.4,,,2154
1400000US06037403408,6037403408,55.9,1.5,2.5,97415,6434,18.1,4.9,66.2,10.8,200,657.9,1.9,2.3,,,2325
1400000US06037403500,6037403500,48.7,4.2,7.9,112794,1866,41.5,4.1,43.6,10.8,80,963.9,0.7,2.9,,,1922
1400000US06037403600,6037403600,59.2,1.3,2.2,69115,6895,47,3.1,18,31.9,100,583.6,4.5,7.3,,,1596
1400000US06037403702,6037403702,52.2,4.6,8.1,106458,3747,59.2,6,13.7,21.2,100,569,7.7,3.5,,,1908
1400000US06037403703,6037403703,52.7,6.8,11.4,89938,4646,60.6,3.9,16.8,18.8,150,508.2,6.6,7.6,,,1935
1400000US06037403721,6037403721,60.5,5.5,8.3,71528,4869,58.6,2,12.1,27.3,150,441.6,6,8.3,,,1238
1400000US06037403722,6037403722,62.1,4.1,6.1,58829,5785,48.2,3.6,9.6,38.6,150,493.9,9.1,18.1,,,1293
1400000US06037403801,6037403801,61.1,6.7,9.9,72560,6491,49.7,2.8,19.1,28.4,150,422.5,5.3,11.4,,,1796
1400000US06037403802,6037403802,62.2,5.1,7.6,70705,6412,50.4,4.6,12.4,32.6,200,416.7,5,9.4,,,1701
1400000US06037403901,6037403901,61,3.1,4.8,85434,3279,68.9,1.5,9.5,20.1,150,439.9,9.9,11.8,,,1869
1400000US06037403902,6037403902,56.9,5.6,9,73382,5061,71.5,4.6,7.3,16.6,150,450.6,4.1,13.6,,,1630
1400000US06037404000,6037404000,65.6,3.6,5.2,74333,4733,58.6,0.9,10,30.5,100,416.4,3.5,11.3,,,1560
1400000US06037404100,6037404100,60.3,2.8,4.5,62127,6849,39.4,3.3,7.8,49.5,100,380,17.9,7.6,,,1685
1400000US06037404201,6037404201,55.4,8.1,12.7,49883,3672,46.7,2.4,16.9,34,90,381.5,12.8,28.9,,,1249
1400000US06037404202,6037404202,55.8,3.2,5.5,64323,4058,50,2.4,12.6,34.9,100,415.9,7.4,19.6,,,1221
1400000US06037404301,6037404301,59.9,4.9,7.5,47375,5448,41.6,1.7,7.4,49.2,150,362.3,11.3,18.6,,,1383
1400000US06037404302,6037404302,65.8,4.5,6.4,73452,2190,34.8,1,11.9,52.3,70,382,10.2,10.5,,,1631
1400000US06037404401,6037404401,62.8,3.5,5.3,65284,3790,48.2,1.6,3.4,46.8,150,368.2,14.5,13.5,,,1486
1400000US06037404402,6037404402,53.2,8,13,57965,4947,41.1,3.8,11.7,43.4,100,376.6,10.3,7.1,,,1460
1400000US06037404501,6037404501,63.7,5.4,7.8,52917,2684,34.6,1,4.8,59.5,70,336,9.8,13.4,,,1502
1400000US06037404503,6037404503,61.4,3.6,5.5,64583,2721,45.6,3.5,11,39.9,100,366.2,6.7,11.8,,,1613
1400000US06037404504,6037404504,64.1,2.7,4.1,45927,4595,44.2,4.5,7.1,44.3,100,345.2,15.1,16.9,,,1242
1400000US06037404600,6037404600,56.3,6.3,10,59375,1405,59.7,0.2,0.7,39.4,100,398.9,5.5,8.8,Irwindale,1,1250
1400000US06037404701,6037404701,59.2,1.8,3,64946,5650,34.5,0.1,22.7,42.6,100,387.5,11.5,14.8,,,1468
1400000US06037404702,6037404702,59.9,2.5,4,49646,5812,46.8,4.6,22,26.6,100,369.8,12.2,19.2,,,1607
1400000US06037404703,6037404703,54.5,4.7,7.9,42500,3154,47.4,2.3,13.6,36.8,100,398.4,20.9,25.2,,,1345
1400000US06037404801,6037404801,60.1,2.6,4.2,51625,8226,35.2,2.5,21.9,40.3,150,385.8,13.7,13.9,,,1589
1400000US06037404802,6037404802,56.3,5,8.1,58365,4768,40.3,6.8,25.3,27.6,80,363.6,12.5,14.5,,,1642
1400000US06037404803,6037404803,59.6,2,3.3,58897,1787,43.3,0,13.3,43.5,50,346.2,11.6,3.6,,,1314
1400000US06037404901,6037404901,63.4,5.5,7.9,68442,5722,42.5,3.4,20.8,33.4,90,357,12.7,8.6,,,1180
1400000US06037404902,6037404902,55.5,4.1,6.9,73015,4153,35.1,0,25.2,39.7,150,401.3,13.5,15.4,,,1496
1400000US06037404903,6037404903,64.3,3.5,5.1,59091,2659,39.8,0.3,25.9,34.1,90,409,10.9,14.8,,,1537
1400000US06037405001,6037405001,58.8,3.3,5.4,81131,6116,43,0.8,12,44.2,100,409.2,9.5,9.3,,,1473
1400000US06037405002,6037405002,55.8,3.4,5.8,64181,3089,22,0.5,14.8,62.7,90,384.2,11.6,7.6,,,1292
1400000US06037405101,6037405101,65.5,3,4.4,74844,5748,27.4,0.8,18,53.9,100,376.1,12.3,11.5,,,1628
1400000US06037405102,6037405102,53.2,3.2,5.6,45792,4559,34.9,2.3,22.8,40,100,333.2,10.4,17.4,,,1306
1400000US06037405201,6037405201,56.8,6.1,9.8,55230,4957,35.7,4.2,16.4,43.7,100,406,8.6,17.1,,,1263
1400000US06037405202,6037405202,64.2,3.4,5,66345,4833,41.2,2.9,12,43.8,90,355.5,14.9,15,,,1145
1400000US06037405203,6037405203,64.2,3.5,5.2,75862,3668,37.6,1.6,16.4,44.5,100,406.8,16.3,7.3,,,1635
1400000US06037405301,6037405301,65.6,5.2,7.3,68715,3501,29.4,3.2,15.4,52,90,452.2,5.5,12.9,,,1386
1400000US06037405302,6037405302,60.1,3.4,5.3,63966,5689,33.3,1.4,17,48.3,100,461,7.4,11.9,,,1481
1400000US06037405400,6037405400,60.1,6.4,9.6,84205,4899,47.6,0.9,9.1,42.3,100,402.3,5.6,4,,,1475
1400000US06037405500,6037405500,61.6,4.1,6.2,80266,6689,47.9,2.5,22.2,27.4,200,452.5,4.5,5.5,,,1371
1400000US06037405600,6037405600,58,3.2,5.3,87786,5724,46.6,2.2,19.9,31.4,150,516.5,5,4.8,,,860
1400000US06037405701,6037405701,72.7,4.3,5.6,96276,4103,57.5,0,9.6,32.9,70,407.8,8.6,0.4,,,1475
1400000US06037405702,6037405702,62.9,3.2,4.8,70100,5058,39,9.4,18.7,32.9,100,425.2,7.2,9.9,,,1284
1400000US06037405800,6037405800,62.9,4,6,73459,5882,50.7,1.3,15.7,32.3,150,412.3,6.7,5.2,,,1648
1400000US06037405900,6037405900,54.4,6.8,11.1,66250,4027,46.7,3.5,12.3,37.6,100,409.6,8.6,12.7,,,1244
1400000US06037406000,6037406000,62.9,5,7.3,79694,5188,59.2,1.8,8.5,30.5,150,430,5.4,6.4,,,1665
1400000US06037406101,6037406101,66.7,3.9,5.5,64375,3110,52.3,6.8,8.5,32.4,100,441.3,5.6,5.2,,,1292
1400000US06037406102,6037406102,65.4,4.3,6.2,53530,5946,52.3,3.8,9.4,34.5,100,474.6,8.2,8.3,,,1298
1400000US06037406200,6037406200,51.9,3.8,6.8,44976,5860,40.7,5.5,19.6,34.2,150,461.1,8.8,20.6,,,1181
1400000US06037406300,6037406300,59.9,3.8,6,97375,5842,28.4,3.2,39.9,28.5,150,831.2,9.9,11.6,,,1781
1400000US06037406402,6037406402,59.4,2.9,4.7,113317,2289,55.6,1.1,6.4,36.9,90,619.6,1.8,0.9,,,2208
1400000US06037406411,6037406411,61.5,2.4,3.7,81250,2231,49.7,2.6,17,30.7,80,459,8.4,4.7,,,1907
1400000US06037406412,6037406412,52.7,1.8,3.3,97857,2479,44.9,1.5,24.6,29,100,579.8,2.5,5,,,1263
1400000US06037406500,6037406500,60.2,4.6,7.1,81250,6376,37.3,4.3,21,37.4,150,455.9,5.4,4.6,,,1636
1400000US06037406601,6037406601,58.3,3.5,5.7,87083,5676,49.8,7.1,16.8,26.3,150,539.3,11.1,13.9,,,0
1400000US06037406602,6037406602,56.2,4.1,6.8,82569,5423,34.3,1.5,25,39.3,100,482.2,8.8,7,,,1504
1400000US06037406701,6037406701,64,3.5,5.2,83750,3105,32.3,5.2,26,36.5,150,496.8,4.8,4.8,,,1473
1400000US06037406702,6037406702,55.4,4.7,7.8,78628,5977,41,3.9,23.2,31.9,200,470.7,8.6,9.8,,,1622
1400000US06037406800,6037406800,56.3,3.7,6.2,85081,4661,28,1.5,29.3,41.1,100,472.9,9.6,13.7,,,1365
1400000US06037406901,6037406901,58.7,3.7,6,64186,4763,38.2,3.9,14,43.8,100,406.7,10.2,16.1,,,1312
1400000US06037406902,6037406902,53.7,5.7,9.7,61364,3663,37.2,2.9,14.3,45.5,100,424.1,10.5,10.8,,,628
1400000US06037407001,6037407001,52.7,8,13.2,72699,6424,39.4,0.5,8.8,51.3,100,414.4,11,9.9,,,1616
1400000US06037407002,6037407002,52.5,5.9,10,62813,3606,37.7,1.2,10.2,50.9,100,437.5,13.9,15.2,,,1913
1400000US06037407101,6037407101,58.3,2.3,3.8,65043,4943,43.6,1.1,8.1,47.2,90,399.8,12.8,27.1,,,1333
1400000US06037407102,6037407102,62.9,3,4.6,71771,5687,26,1.9,14.7,57.4,100,391.3,11.7,6.1,,,1548
1400000US06037407200,6037407200,56.7,6.1,9.7,60539,7273,36.5,0.7,8.8,54,100,377.7,13.4,20,,,1507
1400000US06037407301,6037407301,58.5,5.9,9.2,83140,4941,32.8,4.2,11.8,51.2,80,413.4,8.3,9.4,,,1784
1400000US06037407302,6037407302,55.1,5.6,9.2,66914,3609,39,2.3,9.7,49,100,393.2,12.7,11.3,,,1719
1400000US06037407400,6037407400,64.2,6.1,8.6,93098,1944,35.4,5.2,37,22.4,80,473.2,9.7,2.4,,,1685
1400000US06037407501,6037407501,59.2,5.2,8,62000,4570,35.2,1.9,15.3,47.6,150,392.8,13.2,15.4,,,1363
1400000US06037407502,6037407502,58.4,3.4,5.5,76351,4127,46.4,1.1,7.3,45.2,100,423.4,13.2,13.5,,,1640
1400000US06037407601,6037407601,59.2,5.5,8.6,44000,4257,37.3,1.9,7.1,53.7,80,380.9,13.2,21.9,,,951
1400000US06037407602,6037407602,58.8,5.9,9,65573,3980,37,1.3,11.1,50.6,100,418.4,14.2,8.2,,,1514
1400000US06037407701,6037407701,62,2.6,4,40929,4971,29.1,1.5,11.7,57.7,100,367.1,19.4,26,,,1226
1400000US06037407702,6037407702,59.1,3.5,5.5,75518,6920,42.5,0.6,15.3,41.6,150,407.3,10.5,10.9,,,1662
1400000US06037407801,6037407801,62.1,5.4,8,83355,5976,37.4,0.6,23.6,38.5,100,426,10.8,12.5,,,1600
1400000US06037407802,6037407802,66.5,4.1,5.8,83413,3596,46.3,1.8,15,36.9,100,427.8,13.7,3.5,,,1456
1400000US06037407900,6037407900,60.7,6.3,9.4,93074,6671,35.1,3.2,23.1,38.6,150,402.6,8.9,6.9,,,1748
1400000US06037408003,6037408003,61.4,4.7,7.1,100288,4642,30.1,6.4,29.8,33.6,100,446.9,17,6.3,,,1581
1400000US06037408004,6037408004,69.5,5.2,6.9,71971,2486,31.6,6.8,38.9,22.6,100,371,10.3,7.5,,,1650
1400000US06037408005,6037408005,61.3,4.3,6.5,105640,5110,38.6,3.6,40.3,17.6,150,612.2,9.5,5.8,,,1769
1400000US06037408006,6037408006,61.6,6.6,9.7,70217,3452,16,5.5,57.2,21.3,90,549.8,5.1,16.5,,,1493
1400000US06037408133,6037408133,61.8,6.9,10,66458,5502,26.9,3.7,35.9,33.5,150,485.5,14.4,20.1,,,1627
1400000US06037408134,6037408134,60.6,4.2,6.4,91736,2783,17.9,9.4,52.4,20.3,100,459,5.6,13.7,,,1925
1400000US06037408135,6037408135,65.4,3.9,5.6,90347,3948,19.5,3.4,46.9,30.3,100,501.6,8.2,11.2,,,1931
1400000US06037408136,6037408136,61.1,3.8,5.9,76799,3745,29.8,4.7,38.7,26.9,100,453.1,7.3,8.4,,,2022
1400000US06037408137,6037408137,57.7,7.6,11.7,70476,4291,33.7,9.5,34,22.8,150,428.3,5.5,13.2,,,1674
1400000US06037408138,6037408138,54,5.2,8.7,52939,5558,34.7,1.8,5.2,58.3,100,271.5,14.8,25.1,,,1328
1400000US06037408139,6037408139,56.1,3.9,6.5,63021,4404,40.2,0.2,2.6,56.9,100,346.7,17.7,11.7,,,1676
1400000US06037408140,6037408140,55.2,9.2,14.3,62524,3918,35.9,1.2,11.4,51.5,100,337.1,19.5,14.2,,,1791
1400000US06037408141,6037408141,58.7,4.1,6.6,75417,5627,25.8,1.1,17.7,55.4,90,380.7,15,9.6,,,1596
1400000US06037408202,6037408202,62,2.4,3.7,65600,2004,49.1,0.6,13.1,37.3,70,538.5,19.7,15.3,,,1125
1400000US06037408211,6037408211,58.9,2.6,4.3,55476,6064,26.6,1,65.3,7.1,150,388.4,17.9,11.8,,,1571
1400000US06037408212,6037408212,56.8,3.8,6.3,75870,5285,21.1,2.9,54.6,21.5,100,555.2,4.6,11.3,,,1719
1400000US06037408301,6037408301,51.6,6.1,10.5,65662,5561,29.8,0.7,12.9,56.6,100,416.5,13.8,15.1,,,1282
1400000US06037408302,6037408302,60.7,2.8,4.4,92955,4122,53.5,0,15.4,31.1,90,462.8,7,4.7,,,1806
1400000US06037408303,6037408303,49.4,6.7,11.9,72049,4396,50.5,1,15.4,33.1,90,499.2,6,5.8,,,1415
1400000US06037408401,6037408401,57.1,3.9,6.3,76328,4629,33.2,1.5,24.4,40.8,100,444.2,4.8,5.7,,,1720
1400000US06037408402,6037408402,52.1,4.4,7.9,86991,6468,54.8,1.3,22.3,21.6,200,591.6,6.5,8.1,,,2340
1400000US06037408501,6037408501,52.3,5,8.7,58276,2922,32.4,0.7,20.4,46.5,100,435.2,10.8,14.4,,,1419
1400000US06037408503,6037408503,53.6,1.9,3.4,128971,6619,36,1.6,44.3,18.1,200,670.4,2.1,2.3,,,2419
1400000US06037408504,6037408504,58,3.8,6.2,85357,5044,36.7,0.4,35.5,27.4,150,481.3,6.3,10.1,,,1705
1400000US06037408505,6037408505,57.5,2.6,4.3,111731,2524,50.6,0.9,36.5,12,100,655.8,2,6.3,,,1516
1400000US06037408623,6037408623,52.8,2.5,4.5,72474,3217,31.7,2.6,46.6,19.1,150,571.7,8.4,9.7,,,1936
1400000US06037408624,6037408624,56.7,4.5,7.4,85893,3174,28.3,0,63.3,8.4,100,582.9,9.3,10.5,,,2203
1400000US06037408625,6037408625,51.3,3.2,5.8,89798,4188,36.5,0,50.2,13.3,100,615.2,7,7.4,,,2111
1400000US06037408626,6037408626,53.5,2.2,3.9,80938,4231,23.8,0,69.4,6.8,150,679.4,10.8,9.7,,,1646
1400000US06037408627,6037408627,57.3,1.6,2.7,101492,3213,20.6,1.8,63.8,13.8,150,675.8,10.5,8.9,,,2321
1400000US06037408628,6037408628,56.1,1.8,3.1,65643,5396,20.5,1.4,69.2,9,150,614,6,12.8,,,1445
1400000US06037408629,6037408629,54.6,2,3.5,91938,2869,29.4,2.2,56.9,11.5,150,608.5,7.4,9.8,,,2152
1400000US06037408630,6037408630,63.1,2.7,4.1,70000,2463,58.1,0,19.1,22.8,70,417.7,11.5,4.8,,,2042
1400000US06037408631,6037408631,61.5,3.4,5.3,73750,5253,32,0.9,36.2,30.8,100,441.1,12.9,8.3,,,1802
1400000US06037408703,6037408703,57,1.9,3.2,113750,6525,11.8,1.3,83.4,3.5,200,938.9,7.5,5.3,,,2631
1400000US06037408704,6037408704,53.7,1.2,2.2,45000,3305,18.3,5.1,57.5,19.1,90,533,10.2,24.5,,,1339
1400000US06037408705,6037408705,54.7,3.2,5.6,68125,5463,26.2,0.1,63.5,10.2,150,576.8,7.7,5.9,,,1853
1400000US06037408706,6037408706,54.9,5.8,9.6,123977,1839,18.9,0.4,64.2,16.5,70,818.2,7.3,8.7,,,2054
1400000US06037408722,6037408722,58.8,3.3,5.2,83281,4367,32.9,0.1,58.5,8.4,100,571.1,7.6,13.4,,,1963
1400000US06037408723,6037408723,56.6,3.9,6.4,66607,3032,26.8,1.9,53.7,17.5,150,454.6,6.4,6.3,,,2126
1400000US06037408724,6037408724,62.4,4,6.1,37829,5488,21.2,1.4,41.3,36,150,380.4,21.9,19.5,,,1250
1400000US06037408800,6037408800,59.2,5.2,8.1,44500,4111,51.9,9.9,9.1,29.1,150,306.6,19.5,32.6,,,1427
1400000US06037430002,6037430002,57,7.7,11.9,66760,6711,57.4,9.7,20.8,12.1,150,416,8.6,8.4,,,1904
1400000US06037430003,6037430003,63.1,5.6,8.2,112155,4849,59,4.1,20.9,16,150,616.3,4.6,8,,,2025
1400000US06037430101,6037430101,50.3,3.4,6.3,49688,5304,61.5,7.8,14.3,16.3,150,401.5,11.3,19.4,,,1322
1400000US06037430102,6037430102,61.7,3.2,4.9,68750,4849,46.5,5.1,10.8,37.7,100,391.8,14.2,9.3,,,1305
1400000US06037430200,6037430200,46.5,1,2.2,117000,1092,62,0.7,34.6,2.7,100,1672.2,4.8,8.7,,,2777
1400000US06037430301,6037430301,62.1,2.6,4,118932,4386,74.2,6,12.6,7.2,200,831.9,3.8,4.3,,,1959
1400000US06037430302,6037430302,68.9,1.3,1.9,78971,5699,67.7,3.4,8.4,20.4,150,702.2,5.7,4.1,,,1455
1400000US06037430400,6037430400,59.4,3,4.9,133846,4729,41.3,3.9,51.7,3,150,1149.4,2,4.2,,,2900
1400000US06037430501,6037430501,55.9,2.8,4.7,118750,3800,73.2,1.5,14.8,10.6,200,959.3,0.7,4.1,,,1679
1400000US06037430502,6037430502,60.2,5.2,8,82049,7206,81.4,1.2,11.1,6.3,200,905.5,5.9,6.5,,,1412
1400000US06037430600,6037430600,56.3,2.6,4.5,126500,4456,35.9,1.3,53.3,9.5,150,1502.1,2.5,7.9,,,2767
1400000US06037430701,6037430701,49.9,2.2,4.2,84107,5641,37.3,2.1,55.9,4.7,200,1234.7,4.5,9.4,,,1410
1400000US06037430721,6037430721,60.7,1.9,3.1,75375,3519,30,0.8,58.2,11,100,740.1,5.4,9.5,,,1491
1400000US06037430723,6037430723,64.4,4.3,6.2,74297,4274,32.3,2.3,53.7,11.8,150,622,4.5,9.1,,,1549
1400000US06037430724,6037430724,55.5,4.7,7.9,54868,4836,26.2,1.9,64.9,7,150,596.8,6.6,12.6,,,1490
1400000US06037430801,6037430801,64.4,4.6,6.7,90189,6792,25.6,1.7,63,9.7,100,710.2,7.1,8.8,,,1582
1400000US06037430802,6037430802,50.8,1.5,2.8,102961,4534,21.4,0.2,75,3.4,150,1184.4,1.8,16.3,,,1879
1400000US06037430803,6037430803,59.4,3.2,5.1,96384,5515,30.1,0,61.3,8.6,150,1079.5,5.4,5.5,,,1952
1400000US06037430901,6037430901,62.7,5.4,7.9,65380,4597,62.4,9.2,15.6,12.8,150,525.4,8.2,9.3,,,1436
1400000US06037430902,6037430902,67.5,5.1,7.1,83497,4743,51.9,6.4,25.9,15.7,150,563.6,11.2,11.5,,,1652
1400000US06037431001,6037431001,67.4,7.3,9.7,64510,7412,71,1.4,8.5,19,150,550.8,6.9,8.9,,,1394
1400000US06037431002,6037431002,56.8,6.3,10,46042,3120,73.9,4.2,9.4,12.4,150,643.8,6.3,7,,,1164
1400000US06037431100,6037431100,63.5,3.3,5,78190,7087,54.5,11.1,13.8,20.7,100,464.1,11.7,7.2,,,1634
1400000US06037431200,6037431200,61.1,6,9,65750,6428,50.5,10,10.7,28.7,150,432.2,15.6,13.9,,,1387
1400000US06037431300,6037431300,60.9,3.2,5.1,91116,2722,61.6,0.8,21.9,15.7,150,604.6,9.2,8.8,,,1804
1400000US06037431400,6037431400,59.8,2.7,4.3,89375,4234,24.8,0.4,51.6,23.2,100,604.4,8.2,10.9,,,1375
1400000US06037431501,6037431501,52.5,2.9,5.2,50938,4718,27.8,3,42.9,26.3,150,497.5,8.1,20.2,,,1362
1400000US06037431502,6037431502,56.3,2.2,3.8,58715,4387,41.1,0.3,44.2,14.4,150,616.3,3.6,16.5,,,1738
1400000US06037431600,6037431600,50.6,2.2,4.1,112617,4246,23.5,1.3,65.7,9.6,100,1147.7,4.1,5.7,,,1226
1400000US06037431700,6037431700,60,1.6,2.7,106957,6425,16.9,0.9,70.8,11.4,100,1372.6,2.1,7.6,,,1387
1400000US06037431800,6037431800,53.6,3.7,6.5,73393,5959,29.9,2,61.6,6.5,150,728.1,5.9,11.4,,,1617
1400000US06037431900,6037431900,53.2,2.1,3.8,44375,4422,22.1,1.9,57,19,100,730.6,5.9,19.3,,,1386
1400000US06037432000,6037432000,52.7,1.6,3,64167,7822,21,0.4,63,15.6,150,818.7,4.6,9.1,,,1456
1400000US06037432101,6037432101,55.9,2.6,4.5,81536,4072,30.7,0,62.9,6.4,150,639.2,3.6,7.2,,,1824
1400000US06037432102,6037432102,58.2,1.5,2.5,83628,5751,25.7,0.6,58.9,14.7,150,670.6,4.2,7.6,,,1826
1400000US06037432201,6037432201,50,3,5.7,45625,4409,16.8,0.2,66.7,16.2,100,568.7,10.1,13.4,,,1217
1400000US06037432202,6037432202,55.6,1.2,2,50583,4245,15.4,0.3,57.7,26.5,100,592.1,7.5,18,,,1314
1400000US06037432300,6037432300,53.1,2.7,4.9,52668,4120,28.3,0,44.4,27.3,100,447.6,8.2,16.3,,,1590
1400000US06037432401,6037432401,53.5,2.7,4.9,50463,3691,39.1,0.1,37.8,23,150,404.7,19.7,18.5,,,1287
1400000US06037432402,6037432402,50.4,1.5,3,58421,7182,34.8,0.9,35.3,28.9,150,440,9.5,18.4,,,1215
1400000US06037432500,6037432500,59.7,3.7,5.8,65143,8499,41.9,0.9,37.4,19.9,100,466,6.3,7.2,,,1305
1400000US06037432601,6037432601,54.1,2.1,3.8,59069,7281,39.2,0.7,38.7,21.5,150,465.2,17,18.1,,,1338
1400000US06037432602,6037432602,61.5,3.3,5.1,63352,4940,31.7,0.4,42.1,25.8,90,478.9,8.2,10.9,,,1625
1400000US06037432700,6037432700,53.7,6,10.1,43787,5853,52.1,0,19.6,28.4,100,414.4,9.8,22.2,,,1221
1400000US06037432801,6037432801,47.6,1.4,2.8,23600,2671,33.1,0.2,39.7,27,150,429.4,18,21,,,827
1400000US06037432802,6037432802,58.1,8.4,12.6,39634,5242,47.4,0.6,22.2,29.8,100,417.5,24.8,28.2,,,1177
1400000US06037432901,6037432901,56.2,4.5,7.3,56250,3938,13.5,0.4,67.3,18.7,100,538.2,7.8,12.6,,,1266
1400000US06037432902,6037432902,57.5,3.1,5.2,78750,3380,18.5,0.3,58.2,23,100,550,3.8,6.4,,,1366
1400000US06037433101,6037433101,49.2,3.7,7,41893,2360,38.2,0,47,14.7,100,450.3,12.7,15.3,,,938
1400000US06037433102,6037433102,50.9,3.9,7.1,37250,4536,33,0,43.5,23.5,90,422.2,23.8,27.2,,,1157
