GEOID,GEOID11,16+_emp_rate,16+_uemp_rate,uemp_rate,med_hhinc,pop,pct_white,pct_black,pct_asian,pct_other,tol_hu,med_hvalue,pct_noins,pct_poverty
1400000US06037123204,6037123204,49.6,7.2,,25855,3479,39.3,3.1,2.5,55.1,944,186700,,36.2
1400000US06037123205,6037123205,54,4.7,,27143,2700,40.6,1.3,3,55.1,737,161900,,31.8
1400000US06037123206,6037123206,54.1,5.6,,25886,3017,51,1.3,3.3,44.4,878,149600,,31.1
1400000US06037123301,6037123301,54.8,4.4,,39167,4800,40.9,4.8,28,26.3,1528,170300,,20.4
1400000US06037123303,6037123303,50.4,3.9,,30964,3317,45.6,2.7,7.5,44.2,926,167300,,28.6
1400000US06037123304,6037123304,54.2,4.1,,30637,4096,48.8,4.8,6.8,39.6,1298,185300,,22.3
1400000US06037123410,6037123410,51.1,4,,26188,4487,48.7,2.7,7,41.6,1284,174800,,34.7
1400000US06037123420,6037123420,52.6,6.5,,25880,4512,45.5,1.8,4.7,48,1305,170200,,35.3
1400000US06037123510,6037123510,54.1,7.7,,35673,4872,56.6,2.8,7.6,33,1497,231600,,19.1
1400000US06037123520,6037123520,56,3.6,,32214,3152,60.7,3.8,3.8,31.7,967,202500,,30.4
1400000US06037123601,6037123601,54.7,5.6,,32059,4988,64.8,5.4,5.2,24.6,1852,232200,,20.3
1400000US06037123602,6037123602,62,7.2,,41031,3461,63.9,4.7,5.2,26.2,1312,250000,,17
1400000US06037123700,6037123700,52.6,3.9,,35399,4145,63.5,3.2,7.5,25.8,1513,184600,,16.3
1400000US06037123800,6037123800,58.1,5.3,,36153,5710,68.6,5.5,5.6,20.3,2338,256900,,14.4
1400000US06037123900,6037123900,58.5,4.9,,36206,6701,59.2,6.4,6.9,27.5,2533,193500,,15.6
1400000US06037124000,6037124000,65.5,4.9,,44891,4376,84.9,3.1,3.8,8.2,2041,366700,,7.7
1400000US06037124101,6037124101,53.5,6.1,,27655,7509,50.3,4.7,3.8,41.2,2553,153400,,25.9
1400000US06037124102,6037124102,57.1,7.5,,29958,4101,50.2,7.6,4.6,37.6,1552,207900,,28.1
1400000US06037124201,6037124201,52.7,2,,37679,3610,52.7,3.3,6.2,37.8,1140,165400,,17.9
1400000US06037124202,6037124202,51.8,8,,28652,6261,45.2,4.8,4.4,45.6,1920,142900,,25.7
1400000US06037124300,6037124300,55.9,6.8,,32366,4319,46.1,3.1,3.9,46.9,1356,167400,,20.7
1400000US06037124400,6037124400,59.6,4.6,,46369,4157,74.3,4.7,3,18,1688,285300,,9.4
1400000US06037124500,6037124500,65.8,4.2,,46458,2882,71.3,4.7,4.4,19.6,1188,300000,,9.9
1400000US06037124600,6037124600,62.1,5.2,,56250,4270,80.7,4.3,5.8,9.2,2090,321000,,5.5
1400000US06037124700,6037124700,67.7,3.1,,58839,4636,83.3,4.2,4.6,7.9,2186,364600,,5.1
1400000US06037124901,6037124901,60.8,7.7,,33181,6058,72.7,6.7,5.1,15.5,3063,224300,,14.7
1400000US06037125100,6037125100,69.4,6.1,,42313,5581,70,7.8,5.6,16.6,2923,323500,,10.8
1400000US06037125200,6037125200,71.2,6.3,,39886,3445,64,5.7,4.4,25.9,1727,281800,,9.4
1400000US06037125310,6037125310,51.5,5.2,,32057,3984,51.5,5.2,2.7,40.6,1337,186900,,23.8
1400000US06037125320,6037125320,54.7,6.5,,24496,4425,41.1,12.6,6.6,39.7,1831,130300,,24.9
1400000US06037125400,6037125400,66.5,5.9,,33153,7495,57.9,16.7,6.9,18.5,4076,274300,,19.4
1400000US06037125500,6037125500,64.8,9.8,,40196,5948,70,7,5.6,17.4,3224,271700,,9.4
1400000US06037125600,6037125600,70.5,4.5,,67697,2379,84.7,4.2,5.3,5.8,1221,379200,,10.2
1400000US06037127101,6037127101,56.3,5.9,,29234,6969,44.3,5.7,7.4,42.6,2340,179500,,21.3
1400000US06037127102,6037127102,55.9,5,,32930,4940,40,7.6,10.7,41.7,1499,180400,,22.1
1400000US06037127210,6037127210,61.5,4.5,,29337,5058,46.3,8.6,7.7,37.4,1835,171000,,23.2
1400000US06037127220,6037127220,51.2,5.6,,23956,5020,46,5.5,9.8,38.7,1651,164900,,27.4
1400000US06037127300,6037127300,56.7,3.3,,33102,4975,48.4,7.8,10.9,32.9,1791,178700,,19.9
1400000US06037127400,6037127400,59.7,5.3,,32668,4291,52.1,5.5,3.2,39.2,1319,171700,,19.6
1400000US06037127510,6037127510,60.2,5.3,,40701,4261,55.1,4.8,5.7,34.4,1703,171800,,11.4
1400000US06037127520,6037127520,46.5,7.1,,21756,3534,42.7,7.1,3.7,46.5,986,0,,45.1
1400000US06037127601,6037127601,52.8,5.6,,30860,5965,46.1,9.3,8,36.6,2036,222900,,25.7
1400000US06037127602,6037127602,56.8,6.5,,32423,6490,48.9,6.4,4.7,40,2042,173200,,25.2
1400000US06037127710,6037127710,58.9,3.9,,29735,6755,52.2,8.5,5.4,33.9,2632,233200,,20.5
1400000US06037127801,6037127801,51.4,4.8,,29096,7838,56,6.1,8.7,29.2,2810,172500,,26.2
1400000US06037127802,6037127802,53.1,5,,28762,6808,50.9,6.3,7.3,35.5,2243,183000,,22.3
1400000US06037127910,6037127910,49.3,7.8,,30060,4898,51.7,6.5,4.7,37.1,1520,182100,,22.8
1400000US06037127920,6037127920,51.6,6.3,,30714,4078,56.2,4.5,6.7,32.6,1288,183900,,21.5
1400000US06037128100,6037128100,51.5,7.2,,32925,8145,47.4,5.6,6.3,40.7,2593,190000,,24
1400000US06037128210,6037128210,48.2,9.7,,25282,5194,37.5,5.7,3.8,53,1489,122800,,40.8
1400000US06037128220,6037128220,53.4,5.5,,32222,3100,55.2,4.6,2.8,37.4,1160,201600,,23.1
1400000US06037128302,6037128302,50.8,4,,27756,4763,40.6,3.3,2.7,53.4,1421,141800,,25.7
1400000US06037128303,6037128303,52.5,5.7,,25118,4087,41.9,3.5,3.5,51.1,1105,112500,,35.1
1400000US06037128400,6037128400,59.8,4.2,,45742,4101,65.8,5.8,5,23.4,1709,212000,,13.3
1400000US06037128500,6037128500,64.6,4.5,,37700,5166,72,6.2,5.3,16.5,2525,261900,,12.2
1400000US06037128600,6037128600,57.6,6.6,,38445,6168,64.5,5.8,3.8,25.9,2510,278300,,21.8
1400000US06037128702,6037128702,61.3,2.9,,45788,5330,80.1,5.4,5.7,8.8,2792,304700,,11.7
1400000US06037128800,6037128800,70.3,3.3,,45274,6889,73.2,6.8,7.4,12.6,3651,269400,,10.5
1400000US06037128910,6037128910,69.9,4.1,,46500,3775,77.3,4.8,6.1,11.8,1882,273700,,11.2
1400000US06037131010,6037131010,61.9,5.3,,31753,5999,47.5,5.7,14.4,32.4,1984,207800,,19.2
1400000US06037131020,6037131020,54,5.9,,37798,5184,53.7,4.2,11.2,30.9,1573,162800,,22.9
1400000US06037131100,6037131100,59,3.3,,48843,3067,69.5,3.7,7.7,19.1,1064,179300,,4.4
1400000US06037131200,6037131200,61.9,3.2,,54625,3181,70.7,2.5,9.3,17.5,1097,184500,,7
1400000US06037131300,6037131300,55.6,6.1,,57981,4781,49.9,3.8,13.7,32.6,1232,169300,,10.9
1400000US06037131400,6037131400,52.5,4.8,,41216,5161,54.7,5.7,16.2,23.4,1805,166300,,16.5
1400000US06037131600,6037131600,58.6,5.8,,52222,4779,56.5,3.5,9.5,30.5,1408,175800,,10.3
1400000US06037131700,6037131700,62.1,5.4,,37860,7400,56.6,5.8,14.9,22.7,2759,158100,,10.3
1400000US06037131800,6037131800,54.1,7.7,,38056,4664,54.1,3.3,11.7,30.9,1451,166800,,16
1400000US06037131900,6037131900,60.6,5.2,,50484,3840,65.5,3.2,7,24.3,1372,167100,,10.2
1400000US06037132000,6037132000,58.4,3.6,,50102,6115,65.6,3.1,6.6,24.7,2230,191100,,11.6
1400000US06037132100,6037132100,64.2,5.3,,44848,4935,61.1,5.8,11.6,21.5,2038,180300,,8.9
1400000US06037132300,6037132300,53.8,3.7,,29975,5684,58.8,4,12,25.2,2349,167500,,22
1400000US06037132500,6037132500,53.2,5.3,,40770,7076,61.5,4,8.8,25.7,2409,149400,,11.4
1400000US06037132700,6037132700,59.4,2.5,,40000,4844,59.8,2.5,4.2,33.5,1474,180200,,21.6
1400000US06037132900,6037132900,62.2,3.1,,51281,3481,77.2,3.4,7.2,12.2,1315,225900,,11.4
1400000US06037133000,6037133000,62,2.5,,53446,4011,57.1,3.4,9.8,29.7,1210,160000,,4.5
1400000US06037133100,6037133100,49.3,4.1,,45319,4981,67.1,4.1,7.7,21.1,1747,201700,,10.8
1400000US06037134000,6037134000,59.5,3.6,,41264,6930,46.1,3.9,13.7,36.3,1910,168000,,19.5
1400000US06037134101,6037134101,57.1,5.3,,52138,4645,50.7,2.9,24.9,21.5,1413,211900,,16
1400000US06037134103,6037134103,59.2,6.2,,51034,3986,61,4.2,16.8,18,1336,191700,,10
1400000US06037134104,6037134104,60.9,3.6,,51742,4274,40.3,5.5,24.9,29.3,1254,254500,,16.9
1400000US06037134201,6037134201,59.6,4.8,,60625,3919,57.1,3.9,11.2,27.8,1181,191100,,12.8
1400000US06037134302,6037134302,67.6,6,,63984,3618,73,2.7,13.5,10.8,1254,216500,,8.7
1400000US06037134303,6037134303,60.7,6.1,,53179,4633,65.3,2.7,11.6,20.4,1702,186400,,8.8
1400000US06037134304,6037134304,52.5,8.8,,64167,2838,62.5,3.1,19.6,14.8,851,215700,,12.5
1400000US06037134305,6037134305,50.5,7.3,,25903,4142,44.7,3.4,7,44.9,1080,112500,,26.2
1400000US06037134306,6037134306,60.4,4.3,,45035,3458,52.8,6.8,13.7,26.7,1193,188200,,18.6
1400000US06037134401,6037134401,68.3,2.4,,97201,6225,77.3,2.3,14.6,5.8,2050,370500,,3.4
1400000US06037134421,6037134421,68.4,2.7,,99436,3877,82.5,1.6,11.4,4.5,1383,331300,,4.6
1400000US06037134422,6037134422,62.5,2.9,,72763,4512,73.1,2.8,15.3,8.8,1591,261800,,3.4
1400000US06037134510,6037134510,62.2,5.8,,32428,6431,44.9,2.9,4.9,47.3,1826,153200,,31
1400000US06037134520,6037134520,60.1,5.3,,30527,5401,43.5,4.1,7.9,44.5,1715,115700,,26.9
1400000US06037134710,6037134710,51.5,10,,30227,5229,45.9,3.6,9.6,40.9,1554,182900,,27.1
1400000US06037134720,6037134720,62.7,9.2,,45361,4490,51,6.5,17.8,24.7,1624,174800,,13
1400000US06037134800,6037134800,62.2,3.6,,54444,5531,55.5,3.9,10,30.6,1728,176600,,7.3
1400000US06037134901,6037134901,55.4,2,,53125,2962,75,3.3,5.2,16.5,1176,220300,,13.4
1400000US06037134902,6037134902,62,6.1,,35648,7385,57.2,5.1,9.3,28.4,2759,191100,,14.7
1400000US06037135102,6037135102,56.7,6.1,,71105,3333,81.4,2.3,9.3,7,1174,244800,,6.5
1400000US06037135111,6037135111,69.1,3,,50409,3007,72.3,5,8,14.7,1166,216900,,5.7
1400000US06037135112,6037135112,62.5,2.3,,38023,6011,77.8,4.9,9.9,7.4,4167,203500,,13.2
1400000US06037135201,6037135201,58.3,4,,60893,2449,79.9,3,8.9,8.2,834,248500,,3.9
1400000US06037135202,6037135202,64.6,1.8,,67708,4283,80.2,1.9,9.9,8,1496,234100,,3.5
1400000US06037135203,6037135203,65.1,2.6,,75918,6996,80.4,1.4,10.7,7.5,2489,255000,,4
1400000US06037137000,6037137000,63.5,2.6,,82992,4583,86.8,2,6,5.2,1722,362000,,3.9
1400000US06037137102,6037137102,63.2,3.8,,55550,7366,79.4,4.7,7.7,8.2,3597,284400,,8.7
1400000US06037137201,6037137201,65.4,4,,50523,5121,79.1,3.9,7.1,9.9,2402,279500,,9.7
1400000US06037137301,6037137301,65.7,2.8,,93750,2174,86,2.1,5.8,6.1,755,374200,,2.1
