GEOID,GEOID11,16+_emp_rate,16+_uemp_rate,uemp_rate,med_hhinc,pop,pct_white,pct_black,pct_asian,pct_other,tol_hu,med_hvalue,pct_noins,pct_poverty
1400000US06037137302,6037137302,61.5,1.8,,92728,4392,88.2,1.9,6.1,3.8,1606,384300,,3.9
1400000US06037137401,6037137401,66.6,1.6,,72629,4299,86.3,1.8,4.3,7.6,1900,321600,,6.7
1400000US06037137402,6037137402,58.3,6,,95333,5404,85.5,2.2,5.9,6.4,2046,370100,,3.6
1400000US06037137501,6037137501,66.7,3.8,,68224,3723,79.2,5.1,7,8.7,1671,559500,,6.8
1400000US06037137502,6037137502,63.9,2.5,,62898,4025,83.6,2,5.4,9,1710,272900,,7.4
1400000US06037137504,6037137504,60.4,1.5,,133506,1944,89.7,1.7,3.8,4.8,717,598900,,0.8
1400000US06037138000,6037138000,68,1.4,,85196,4299,88.4,1.7,4.4,5.5,1807,358300,,5.7
1400000US06037139000,6037139000,67.4,4.7,,49451,4776,78.8,3.7,5.9,11.6,2248,216200,,10.7
1400000US06037139200,6037139200,64.8,4.9,,41818,4823,78,3.6,5.3,13.1,2313,197300,,16.2
1400000US06037139301,6037139301,62.8,2.5,,78743,4152,83.2,3.2,5.2,8.4,1558,300700,,4.8
1400000US06037139302,6037139302,59.7,6.3,,34173,4338,62.6,9,7.3,21.1,1973,133600,,17.6
1400000US06037139303,6037139303,63,1.8,,33792,4384,67.8,4.7,6.8,20.7,2026,161900,,18.4
1400000US06037139400,6037139400,56.7,2.6,,58620,5387,80.6,2.7,5.1,11.6,2126,540300,,12.5
1400000US06037139501,6037139501,55.2,3.5,,35932,7987,81.5,3,5,10.5,4524,250000,,10.3
1400000US06037139502,6037139502,52.3,1.7,,47167,2887,84.9,1.9,4.1,9.1,1254,271200,,10.7
1400000US06037139600,6037139600,60.8,2.9,,54421,4547,88.6,2.2,4.4,4.8,2229,731600,,10.6
1400000US06037139701,6037139701,53.9,1.2,,95816,4571,91.1,1.3,3.8,3.8,1883,475200,,7.6
1400000US06037139702,6037139702,60.2,2.1,,126206,5928,90.7,1.3,3.7,4.3,2254,648200,,4.6
1400000US06037139703,6037139703,59.7,2.7,,148409,2965,88.2,0.6,4.6,6.6,1033,739800,,5.1
1400000US06037139801,6037139801,56,2.1,,113208,3446,92.4,1.7,3.7,2.2,1297,621600,,4.3
1400000US06037139802,6037139802,60.4,1.7,,135840,3667,89.5,1.2,6.1,3.2,1309,630500,,1.4
1400000US06037141100,6037141100,73.1,3.9,,50329,5202,79.9,5.2,5.3,9.6,3115,388200,,9.2
1400000US06037141200,6037141200,71.3,6,,46458,6154,81.4,4.1,5.4,9.1,3482,414100,,8.6
1400000US06037141301,6037141301,67.4,4.2,,46892,5260,83.8,3.4,5,7.8,3221,406300,,8.4
1400000US06037141302,6037141302,69.6,3.3,,48219,5325,78.6,4.9,7.2,9.3,3002,347400,,9.6
1400000US06037141400,6037141400,63.1,4.3,,60662,4286,83.8,3,5.1,8.1,1870,464300,,11.1
1400000US06037141500,6037141500,61,1.2,,153406,2952,89,0.7,5.9,4.4,1159,726200,,3.8
1400000US06037141600,6037141600,64.5,3.5,,115393,3871,90.4,1.2,4.9,3.5,1722,579100,,1.8
1400000US06037141700,6037141700,61.5,4.6,,119355,2789,90.9,2.1,3.6,3.4,1278,592300,,2.7
1400000US06037143100,6037143100,73.9,3.1,,55721,3528,85.7,4.4,4.1,5.8,2079,492700,,5.9
1400000US06037143200,6037143200,72.3,6.4,,38934,3752,69.7,8,8.3,14,2065,417400,,10
1400000US06037143300,6037143300,66,7.2,,49613,5565,81.6,4.5,4.7,9.2,3040,367600,,6.7
1400000US06037143400,6037143400,66.5,4.3,,52645,5358,85.2,3.9,4.6,6.3,2846,397000,,6.7
1400000US06037143500,6037143500,69.5,5.3,,67022,4218,86.9,2.4,4.5,6.2,2207,408600,,4
1400000US06037143601,6037143601,78,5.7,,45877,4991,76.6,7,8.4,8,3257,350500,,8.2
1400000US06037143602,6037143602,61.4,6,,52489,3773,88.1,2.6,3.6,5.7,2025,297500,,8.7
1400000US06037143700,6037143700,71.1,4.9,,78430,3976,84.8,3.5,5.2,6.5,2234,462200,,6.8
1400000US06037143800,6037143800,61.5,4.5,,61406,4650,87.1,3.1,4.6,5.2,2425,548100,,7.1
1400000US06037143901,6037143901,66.2,4.1,,111535,3863,88.2,1.7,5.5,4.6,1682,595200,,4.5
1400000US06037143902,6037143902,67,6.2,,60607,2853,88.8,2.6,4.3,4.3,1434,602600,,6.5
1400000US06037181000,6037181000,59,2.3,,75196,6134,58.2,1.3,24.6,15.9,2182,254800,,6.1
1400000US06037181300,6037181300,61.6,5.3,,58293,3771,47.8,2,28.4,21.8,1357,241500,,6.2
1400000US06037181400,6037181400,54.6,4.7,,40691,4439,42.8,3.3,27,26.9,1609,189900,,11.7
1400000US06037181500,6037181500,67.7,3.2,,52143,3891,52.5,1.6,20.7,25.2,1381,187900,,5.5
1400000US06037181600,6037181600,49.9,6,,38826,5662,46.1,2.3,24.8,26.8,1615,200000,,11.7
1400000US06037183101,6037183101,57,4.1,,43942,3998,46.5,2.7,9.5,41.3,1338,156800,,15.8
1400000US06037183102,6037183102,58.1,5.3,,36178,6132,38.8,5.1,14.7,41.4,2203,208400,,12.1
1400000US06037183210,6037183210,57.3,5.2,,36311,5663,48,3.4,13,35.6,1942,173600,,19.2
1400000US06037183220,6037183220,47.4,5.5,,31442,4363,37.5,3.2,12.5,46.8,1194,141700,,24.6
1400000US06037183300,6037183300,56.3,3.5,,37905,4897,41.2,1,18.1,39.7,1420,150900,,17.5
1400000US06037183400,6037183400,51.5,5.1,,35351,4127,41,1,22.5,35.5,1300,161800,,19.5
1400000US06037183510,6037183510,49.3,5.5,,40976,2900,38.4,1.5,8.8,51.3,761,144400,,16.2
1400000US06037183520,6037183520,47.2,6.6,,26833,4138,41.4,1.7,5.4,51.5,1111,152300,,35.8
1400000US06037183610,6037183610,53.4,4.4,,30845,3729,32.8,3.1,8.7,55.4,1020,139500,,21.4
1400000US06037183620,6037183620,50.5,4.8,,34784,3316,37.2,2.1,11,49.7,1020,175300,,18.6
1400000US06037183700,6037183700,58.5,5.9,,35854,6422,45.4,4.6,9.9,40.1,2298,167800,,17
1400000US06037183810,6037183810,44.5,7,,24676,4582,36.1,2.4,5.1,56.4,1344,156000,,28.5
1400000US06037183820,6037183820,49,9,,26591,3784,37.6,2.1,4.3,56,1109,145300,,26
1400000US06037185100,6037185100,58.4,5.2,,47837,6159,52.2,4,11.6,32.2,2294,209700,,14.8
1400000US06037185201,6037185201,52.5,4.2,,42409,5308,40.1,1.6,15.1,43.2,1647,182900,,15.8
1400000US06037185202,6037185202,56.3,4.3,,34701,3827,42.5,3.3,7.4,46.8,1396,188300,,19.4
1400000US06037185310,6037185310,49.8,7.8,,33850,3364,37.3,0.4,6.7,55.6,848,160800,,22.3
1400000US06037185320,6037185320,47.4,4,,28924,3186,36.9,0.4,7.8,54.9,892,165200,,27.4
1400000US06037186100,6037186100,56.7,6.2,,47571,4875,48.7,1.6,29.2,20.5,1836,188400,,11
1400000US06037186200,6037186200,56.1,3.9,,49444,8146,41.9,3.1,25.8,29.2,2947,185600,,10.9
1400000US06037186300,6037186300,54.4,4.5,,45921,6120,40.7,2.6,19.7,37,2057,189900,,13.4
1400000US06037186401,6037186401,44.2,5.7,,24588,6239,41,1.7,6.1,51.2,1589,133800,,37.9
1400000US06037186402,6037186402,50.7,5.2,,32247,5777,35.7,1.2,15.4,47.7,1509,172100,,23.2
1400000US06037187100,6037187100,53.8,4.5,,38497,6849,40,0.8,24.8,34.4,2444,192500,,13.2
1400000US06037187200,6037187200,56.4,5,,32841,3178,40.4,1.3,11.8,46.5,837,154500,,23.5
1400000US06037187300,6037187300,65.9,6.6,,47451,3390,50.6,4.9,16.4,28.1,1611,262900,,13.3
1400000US06037188100,6037188100,63.8,5.9,,34236,4348,48.7,2.6,10.6,38.1,1805,195000,,11.5
1400000US06037188200,6037188200,67.9,5.3,,45859,5767,67.3,4.9,16,11.8,3247,518000,,11.4
1400000US06037188300,6037188300,57.2,3.8,,50000,3694,47.2,1.6,29,22.2,1431,218200,,5.9
1400000US06037189100,6037189100,62,4.6,,37588,6271,69.2,3,12.3,15.5,3498,379400,,15.9
1400000US06037189200,6037189200,59.6,4.6,,35084,6681,71.3,3.4,10.9,14.4,3386,556500,,15.2
1400000US06037189300,6037189300,57.8,4.4,,96716,3097,74.9,2.6,15.4,7.1,1355,660100,,11.2
1400000US06037189400,6037189400,71.6,8.1,,59375,2825,87.8,2.8,3.8,5.6,1748,456100,,7.8
1400000US06037189500,6037189500,67.4,7.5,,35972,4473,75.3,6.1,5.1,13.5,2947,393100,,15.1
1400000US06037189600,6037189600,69.7,6.7,,39254,3511,77.1,6.3,4.6,12,2161,451600,,18.5
1400000US06037189701,6037189701,65.3,6.5,,66841,3619,80.8,5.2,6.9,7.1,2548,573300,,10.3
1400000US06037189702,6037189702,67.7,6.5,,49853,1755,85.1,4.7,3.9,6.3,1156,602300,,8.9
1400000US06037189800,6037189800,63.1,6.1,,42279,2738,86.2,3.6,3.8,6.4,1578,536800,,13
1400000US06037189901,6037189901,66.6,5,,32685,7310,81.6,4.9,6.1,7.4,4649,418400,,13.7
1400000US06037189902,6037189902,62.1,5.2,,30665,5593,82.6,5,4.5,7.9,3126,203100,,12.4
1400000US06037190100,6037190100,63,7.5,,27872,5296,68.4,6.6,8.5,16.5,3343,429600,,18.7
1400000US06037190200,6037190200,52.4,8.2,,19317,6177,55.9,11.4,6.7,26,3810,350000,,31.2
1400000US06037190301,6037190301,52.1,9,,22020,5676,61.7,6.5,6.3,25.5,2774,238600,,26.3
1400000US06037190400,6037190400,49,5,,22521,6463,60.1,5,10.1,24.8,3085,0,,26.9
1400000US06037190510,6037190510,42.5,4.9,,19601,4189,41.9,6.8,14.5,36.8,1471,253600,,42.5
1400000US06037190520,6037190520,41.9,7,,20078,4326,57,3.5,9,30.5,1635,243200,,36.7
1400000US06037190700,6037190700,55,6.1,,20993,3269,53.9,7.2,6.9,32,1491,176900,,28.6
1400000US06037190800,6037190800,41.6,9.5,,20342,6310,49.7,5.9,7.1,37.3,2872,188800,,33.9
1400000US06037190901,6037190901,44.4,8.3,,20408,4930,37,2.6,3.8,56.6,1545,194200,,36.7
1400000US06037190902,6037190902,47.4,6.9,,20000,4621,38.1,3.1,5.9,52.9,1662,183000,,36.4
1400000US06037191000,6037191000,53.8,6.9,,23659,3036,44.7,6.5,4.9,43.9,1352,225000,,25.7
1400000US06037191110,6037191110,38.9,6,,17148,3818,50.2,3.1,8.4,38.3,1222,173300,,27.5
1400000US06037191120,6037191120,42.6,7.5,,20593,4768,49.4,2.4,8.1,40.1,1668,242700,,38.7
1400000US06037191201,6037191201,46,5.8,,18680,4774,54.6,4.2,11.5,29.7,1826,236100,,33.7
1400000US06037191203,6037191203,46.2,4.1,,17845,3313,44.7,2.9,17.5,34.9,1283,229700,,40.9
1400000US06037191204,6037191204,48.4,7.6,,21341,2514,46.1,2.1,14,37.8,873,227700,,26.8
1400000US06037191300,6037191300,50.6,3.3,,24554,5580,31.3,4.3,24.6,39.8,2061,219300,,29
1400000US06037191410,6037191410,44.2,7.8,,20000,4957,26.8,4.3,10.4,58.5,1605,115900,,37.5
1400000US06037191420,6037191420,55.6,5.5,,25129,3732,32.5,2,20,45.5,1172,221900,,30.8
1400000US06037191500,6037191500,45.1,6,,24018,5756,37.4,1.9,16.5,44.2,1718,205600,,30.4
1400000US06037191610,6037191610,51.1,6.5,,23891,4879,34.3,2.1,11.5,52.1,1515,241700,,33.7
1400000US06037191620,6037191620,40.5,6.6,,21559,2813,44.2,2.7,14.5,38.6,909,206100,,24
1400000US06037191710,6037191710,46,9.1,,18715,3384,38.7,3,10.9,47.4,1301,198500,,40.5
1400000US06037191720,6037191720,47.4,8.4,,20582,4093,33.3,3.7,13.1,49.9,1413,182500,,35.7
1400000US06037191810,6037191810,55.4,4.8,,23812,4095,36.2,4,4.5,55.3,1373,0,,29.3
1400000US06037191820,6037191820,52.5,8.7,,24368,3302,41.8,5.8,7.9,44.5,1274,187500,,28.1
1400000US06037191900,6037191900,61.8,6.8,,33180,6682,64.8,6.3,9.8,19.1,3430,347900,,16.5
1400000US06037192000,6037192000,62.8,2.8,,40911,5319,86.6,2.9,4.4,6.1,2748,342600,,14.8
1400000US06037192300,6037192300,70.3,3.9,,55540,2495,69.7,4.9,17.2,8.2,1552,440200,,7.5
1400000US06037192410,6037192410,63.9,3.6,,38219,3923,47,3.8,27,22.2,1793,358300,,13.1
1400000US06037192420,6037192420,56.9,5,,29766,4151,25.1,2.9,38.1,33.9,1490,186700,,23.1
1400000US06037192510,6037192510,49.6,5,,27798,3959,22.4,1.4,34.9,41.3,1166,175900,,20.7
1400000US06037192520,6037192520,57.1,6.6,,27792,5471,26,0.9,16.6,56.5,1639,185300,,33.1
1400000US06037192610,6037192610,51.5,5.9,,23954,4742,28.1,2.3,10.8,58.8,1477,142600,,29.8
1400000US06037192620,6037192620,42.5,7.3,,20129,4253,25.7,1.8,19.7,52.8,1320,165600,,37.6
1400000US06037192700,6037192700,49.4,4.4,,25717,3946,29.7,4.7,22.8,42.8,1123,158700,,35.1
1400000US06037194100,6037194100,70.7,3.3,,62184,6523,86.3,3.6,5.4,4.7,3517,732000,,7.4
1400000US06037194200,6037194200,73.9,4.3,,78684,5154,89.2,2,3,5.8,3161,622000,,8.4
1400000US06037194300,6037194300,60,4.3,,137083,1907,91.9,1.9,3,3.2,1118,1000001,,6.7
1400000US06037194400,6037194400,64.4,4.5,,43333,5747,87.5,2.8,3.9,5.8,3488,398200,,13.3
1400000US06037194500,6037194500,52,2.2,,55833,2287,89.1,1,4,5.9,1024,435900,,14.4
1400000US06037195100,6037195100,65.5,3,,78050,4550,65.1,4,20.7,10.2,2152,434400,,7.1
1400000US06037195200,6037195200,66.3,4.4,,56183,6138,68.8,3.5,14.5,13.2,3198,369400,,9
1400000US06037195300,6037195300,55.4,5.5,,31378,3596,50.3,2.4,15.6,31.7,1603,233600,,19.6
1400000US06037195400,6037195400,61.8,7.7,,39598,4575,58.6,3.8,14.4,23.2,2296,335900,,12.6
1400000US06037195500,6037195500,63.3,5.7,,44485,5228,47.6,2.7,20.4,29.3,2380,283200,,14.6
1400000US06037195600,6037195600,48.9,6.6,,25038,3529,33.4,1.6,15.7,49.3,1272,181400,,31.8
1400000US06037195710,6037195710,41.4,11.1,,25071,4978,31.7,2.8,12,53.5,1388,177100,,38.2
1400000US06037195720,6037195720,51.3,8.1,,28963,3233,29.8,1.9,12.5,55.8,1032,180100,,30
1400000US06037195801,6037195801,51.6,7.8,,28750,6087,37.6,2.2,17.3,42.9,2437,186400,,28.4
1400000US06037195802,6037195802,50.8,12.1,,26713,2909,23.9,1.6,27.5,47,929,181300,,29
1400000US06037195900,6037195900,56.7,5.3,,29635,7244,42.9,3.5,17.7,35.9,3176,199800,,23.9
1400000US06037197110,6037197110,68.8,4.7,,26193,586,41.5,2.6,30.2,25.7,187,190100,,29
1400000US06037197200,6037197200,56.4,1.7,,37683,4979,30.8,1.1,37.6,30.5,1634,167800,,20.4
1400000US06037197300,6037197300,50.8,6,,25753,4679,40.8,1.6,21.3,36.3,1759,187500,,24.9
1400000US06037197410,6037197410,66.5,8.2,,49125,2936,55,3.1,11,30.9,1281,207200,,17.7
1400000US06037197420,6037197420,53,6.8,,28864,4165,40.3,2,13.8,43.9,1372,184700,,20.6
1400000US06037197500,6037197500,58.2,4.1,,30383,5263,40.6,2.3,17.4,39.7,1759,195600,,22.1
1400000US06037197600,6037197600,53,5.9,,24952,2984,34.3,1,26.8,37.9,992,153600,,33.7
1400000US06037197700,6037197700,48.4,3.9,,23529,5517,17.2,1.9,60.7,20.2,1885,155400,,33.1
1400000US06037199000,6037199000,46.5,5.1,,21727,3641,25.3,0.5,29.5,44.7,1024,146200,,36
1400000US06037199110,6037199110,45.9,9.8,,28071,2751,40,2.5,6.9,50.6,763,122100,,24.8
1400000US06037199120,6037199120,41.1,9.1,,21354,3561,26.3,0.8,20.9,52,963,174600,,38.9
1400000US06037199201,6037199201,44.8,5.3,,19871,4444,28.7,1.3,29.2,40.8,1195,159400,,41.6
1400000US06037199202,6037199202,44.5,7.3,,29918,3164,31.7,1.4,10.7,56.2,880,127500,,28.5
1400000US06037199300,6037199300,52.7,7.3,,41466,4028,38.7,2.6,12.9,45.8,1250,169000,,21.7
1400000US06037199400,6037199400,45.6,4,,25321,4956,31.1,0.9,19.2,48.8,1356,150700,,28.3
1400000US06037199700,6037199700,46.7,6.1,,24241,3298,38.8,0.6,17.3,43.3,960,161700,,37.3
1400000US06037199800,6037199800,41.4,3.7,,22868,5697,23.2,0.2,39,37.6,1555,157600,,32.8
1400000US06037199900,6037199900,43.3,4.4,,20676,2573,25,0.2,18.6,56.2,770,162500,,42
1400000US06037201110,6037201110,46,7.2,,34531,1787,36.3,1.3,9.5,52.9,466,146700,,25
1400000US06037201120,6037201120,47.1,5.8,,31628,5238,34,2.7,7.3,56,1499,161400,,26.4
1400000US06037201200,6037201200,49.4,6.1,,24611,2655,38.1,1.5,6.8,53.6,728,174000,,27
1400000US06037201301,6037201301,45.2,6.5,,33144,3678,32.4,2.4,12.3,52.9,984,159800,,18.4
1400000US06037201302,6037201302,67.4,3,,57398,3642,38.9,8.8,33.3,19,1856,176700,,7.7
1400000US06037201401,6037201401,48.6,5.7,,34234,4738,31.2,5,13,50.8,1324,140000,,26.8
1400000US06037201402,6037201402,50.9,5.6,,39769,4484,38.1,0.9,21.9,39.1,1401,154100,,10
1400000US06037201501,6037201501,50.1,5.3,,35938,5744,36.2,1.2,9.5,53.1,1584,160100,,25.3
1400000US06037201503,6037201503,55.3,3.1,,27383,3403,39.5,0.7,6.9,52.9,940,138400,,24.7
1400000US06037201504,6037201504,54.4,6.2,,30924,2422,37.8,0.8,6.5,54.9,624,142400,,14.4
1400000US06037201600,6037201600,48.8,4.8,,37822,5062,36,1.3,13.4,49.3,1474,155200,,17
1400000US06037201700,6037201700,55,5.8,,35167,4438,34,3.1,16.5,46.4,1411,147200,,18.6
1400000US06037203100,6037203100,38.7,10.1,,19365,4893,25.2,0.4,0.2,74.2,1168,150300,,46.3
1400000US06037203200,6037203200,44.6,7.1,,28586,4961,32.3,0.7,1.1,65.9,1285,129500,,28.5
1400000US06037203300,6037203300,19,1.8,,17125,1295,22.8,13.4,8.2,55.6,213,108300,,53.5
1400000US06037203500,6037203500,40.7,8.9,,23452,3993,33.7,1.2,11.1,54,1210,160100,,27.5
1400000US06037203600,6037203600,39.5,7.1,,23675,6554,35.2,3.6,1.9,59.3,1584,149500,,43.1
1400000US06037203710,6037203710,49.4,6.5,,25075,3473,35.3,0.1,1.3,63.3,852,177200,,31.2
1400000US06037203720,6037203720,44.2,4.4,,23765,4344,34.8,0.3,1.3,63.6,1136,143600,,38.6
1400000US06037203800,6037203800,46.7,7.5,,27775,4898,32,0.8,1.5,65.7,1200,140600,,30.3
1400000US06037203900,6037203900,42.1,7.1,,31354,3076,49.3,0.1,1.5,49.1,726,148400,,29
1400000US06037204110,6037204110,43.8,6.3,,27585,3117,33.5,0.7,1.3,64.5,843,139300,,21.3
1400000US06037204120,6037204120,44.8,7.8,,26385,2769,36.4,0.1,1,62.5,708,157600,,36.8
1400000US06037204200,6037204200,44.7,7.2,,21901,3280,38.4,0.9,5.2,55.5,966,168500,,38.8
1400000US06037204300,6037204300,38.2,4.5,,24808,4995,37.1,0.3,3.7,58.9,1354,143500,,31.9
1400000US06037204410,6037204410,48.9,5.3,,22098,2490,33.9,1,2.3,62.8,648,166600,,28.2
1400000US06037204420,6037204420,45.4,5.9,,16511,3764,35.1,1.2,1.3,62.4,1107,166700,,41.7
1400000US06037204600,6037204600,38.6,5.8,,21875,4083,38.7,0.3,1.1,59.9,1081,148500,,37.4
1400000US06037204700,6037204700,45,6.6,,27135,4965,37.7,0.6,1.3,60.4,1232,156900,,28.8
1400000US06037204810,6037204810,44.4,3.6,,29387,4451,38.2,0.2,1.1,60.5,1100,157300,,27.2
1400000US06037204820,6037204820,47.1,6.8,,38125,2187,45.5,0,0.5,54,543,168300,,27.1
1400000US06037204910,6037204910,38.5,9,,25000,3223,41.3,0.3,0.6,57.8,778,159700,,30.2
1400000US06037204920,6037204920,49.4,9.5,,31641,2637,43.9,0.3,0.6,55.2,640,149400,,19.3
1400000US06037205110,6037205110,51.3,5.7,,28405,4098,38.9,1,0.4,59.7,898,0,,33.4
1400000US06037205120,6037205120,42.1,8.7,,18293,3880,44.7,0.8,2.1,52.4,966,137500,,54.9
1400000US06037206010,6037206010,42.2,9.6,,19629,3276,14.9,1.2,49.1,34.8,933,142900,,37.3
1400000US06037206020,6037206020,0.2,0,,45625,10852,19.6,37.6,3.6,39.2,19,0,,23.4
1400000US06037206030,6037206030,49.3,7.7,,24821,955,40.9,6.3,1.8,51,315,314300,,33.4
1400000US06037206040,6037206040,52,6.2,,22143,3445,29.5,3.9,12.8,53.8,1198,143100,,35.6
1400000US06037206050,6037206050,50.1,6.7,,29145,2488,39.5,9.8,6.9,43.8,878,350000,,36.2
1400000US06037206200,6037206200,23.1,25.3,,10959,3477,17.5,33.4,29.7,19.4,1294,350000,,56.8
1400000US06037206300,6037206300,22.9,28.8,,7796,4995,23.5,44.5,7.1,24.9,1779,97800,,66.3
1400000US06037207100,6037207100,33.7,4.5,,14179,5753,6.7,1.8,81,10.5,2294,137200,,28.7
1400000US06037207300,6037207300,23.3,5.6,,8125,3739,33.1,35.6,13.4,17.9,3638,187500,,47.7
1400000US06037207400,6037207400,0,0,,6250,1237,64,27.1,6,2.9,17,0,,100
1400000US06037207500,6037207500,47.5,2.3,,25721,4098,33.4,6.9,52.9,6.8,3240,875000,,19.3
1400000US06037207710,6037207710,23.8,10.3,,11442,1229,29.2,9.5,33.2,28.1,625,0,,42.2
1400000US06037207900,6037207900,49.3,2.8,,24554,1993,25.2,11.2,40,23.6,1097,636400,,31.7
1400000US06037208000,6037208000,44.1,10.4,,20489,4253,29.1,4.6,5,61.3,1196,152400,,39
1400000US06037208300,6037208300,48.3,6.7,,20089,6893,28.6,3.4,8.4,59.6,2134,164300,,39.2
1400000US06037208400,6037208400,45.2,5.9,,18750,5958,27,2.2,20.8,50,1899,149700,,35.7
1400000US06037208500,6037208500,50.9,7.7,,26493,6418,24.8,3.1,27,45.1,1991,212500,,28.4
1400000US06037208610,6037208610,51.3,5.8,,29726,4354,25.7,4.3,40,30,1468,182000,,23.5
1400000US06037208620,6037208620,51.9,7.3,,26455,4734,24.1,7,30.7,38.2,1734,195500,,23.7
1400000US06037208710,6037208710,56.9,3,,29702,4451,18,8.8,49.7,23.5,1963,0,,18.7
1400000US06037208720,6037208720,50.2,10.4,,17589,3609,26.7,5,5.2,63.1,1274,253100,,41.4
1400000US06037208800,6037208800,47.6,8,,16209,6450,33.7,9.6,16,40.7,2613,170800,,36.6
1400000US06037208902,6037208902,50.8,4.2,,18528,2344,34.2,0.8,4.7,60.3,638,0,,53.8
1400000US06037208903,6037208903,41,5.6,,18520,4125,38.5,6.5,4.1,50.9,1256,0,,44.3
1400000US06037208904,6037208904,47,4.1,,14848,3709,28.5,2.5,5.9,63.1,1252,79400,,52
1400000US06037209101,6037209101,49.5,7.7,,17743,6800,26.2,3.4,1.8,68.6,1919,275000,,45.2
1400000US06037209102,6037209102,49.6,5.2,,14505,4677,30.7,7.1,3.4,58.8,1574,0,,51.4
1400000US06037209200,6037209200,54.1,4.6,,14836,1467,26.6,2.1,2.2,69.1,549,0,,48.1
1400000US06037209300,6037209300,48.9,4.4,,13781,3100,35.4,3.7,4.8,56.1,1188,225000,,55.8
1400000US06037209401,6037209401,48,7.4,,18239,3967,33.2,3.4,8.9,54.5,1266,187500,,44.6
1400000US06037209402,6037209402,53.1,5.3,,15369,3398,26.2,3.6,5.7,64.5,1240,0,,57.4
1400000US06037209403,6037209403,48.2,4.7,,14817,3480,33.2,3.7,20.4,42.7,1319,350000,,49.1
1400000US06037209510,6037209510,48.8,3.6,,16568,2681,32,4.4,13.2,50.4,902,0,,45.5
1400000US06037209520,6037209520,55.2,7.2,,21237,2772,31,2.8,11.9,54.3,1002,200000,,36.7
1400000US06037209810,6037209810,44.6,7.1,,16335,2585,31.9,6.8,1.5,59.8,769,162500,,44.3
1400000US06037209820,6037209820,48.9,11.2,,13792,2708,28.7,1.4,2.3,67.6,880,159100,,51.2
1400000US06037210010,6037210010,45.8,5,,16938,3607,32.7,2.3,7.9,57.1,1176,79300,,38.7
1400000US06037211000,6037211000,57.3,2.8,,96691,4309,66.9,4.5,24.2,4.4,1613,715300,,6.4
1400000US06037211110,6037211110,56.4,7.2,,29688,5779,29.5,7.2,32.4,30.9,2348,235300,,27.3
1400000US06037211120,6037211120,51.9,3.3,,26689,5116,14.5,4.2,57.5,23.8,2122,225000,,25.7
1400000US06037211200,6037211200,50.5,8.8,,21436,6312,34.1,2.9,12.1,50.9,2068,128600,,31.6
1400000US06037211310,6037211310,47.6,8.8,,21170,4197,34.6,4.3,8.2,52.9,1340,162500,,32.6
1400000US06037211320,6037211320,45.7,6.5,,18734,3654,26.7,5.6,19.3,48.4,1281,0,,38.7
1400000US06037211410,6037211410,50.7,5.8,,23785,3470,24.1,3,44.5,28.4,1228,273100,,33.1
1400000US06037211420,6037211420,54.1,8,,26989,4117,30.6,2.2,29.9,37.3,1333,265400,,27.1
1400000US06037211500,6037211500,57.7,5.7,,35393,4631,44.4,4.2,35,16.4,1816,537300,,20.7
1400000US06037211701,6037211701,55.9,3.6,,38427,3054,35.6,6.2,51.4,6.8,1313,577800,,12.8
1400000US06037211702,6037211702,59,4.2,,25558,8278,22.4,6.6,45.8,25.2,3605,420000,,25.2
1400000US06037211801,6037211801,51.3,4.7,,25039,7229,15.1,7.9,59.5,17.5,3098,356300,,27.3
1400000US06037211802,6037211802,49.6,6.1,,21045,4529,28.9,10.2,35.8,25.1,2094,410000,,31.2
1400000US06037211910,6037211910,55.1,7.9,,20010,4954,33.1,7.6,20.4,38.9,1901,0,,36.9
1400000US06037211920,6037211920,49.3,8.4,,20380,6380,30.7,7.3,32,30,2548,0,,38.6
1400000US06037212100,6037212100,52,4.5,,21554,5321,29,7,46.1,17.9,2623,151800,,25.8
1400000US06037212202,6037212202,52.9,7.6,,21008,4111,32.9,3.2,8.8,55.1,1215,185200,,38.9
1400000US06037212203,6037212203,46,8,,13924,2876,33.9,2.7,13,50.4,1125,0,,48.7
1400000US06037212204,6037212204,43,8.2,,16285,3397,39.4,3,7.1,50.5,1182,187500,,49.2
1400000US06037212303,6037212303,45.6,7.2,,16198,3154,33.6,3.8,11.7,50.9,1101,0,,44
1400000US06037212304,6037212304,59,7.9,,23053,2285,35,6.5,5.8,52.7,861,0,,43.3
1400000US06037212305,6037212305,56.9,7.8,,20857,3201,29.1,3.2,12,55.7,1058,158900,,30.5
1400000US06037212306,6037212306,47,7.9,,23043,3666,22.9,2,35.1,40,1227,0,,36.1
1400000US06037212410,6037212410,51.4,3.5,,25502,4264,20.4,5.4,37.1,37.1,1615,0,,31
1400000US06037212420,6037212420,44.1,3.9,,21370,3778,20.3,2.2,32.4,45.1,1207,232500,,37.8
1400000US06037212500,6037212500,52.6,6.6,,24221,6125,26.6,4.1,25.2,44.1,2178,9999,,38.6
1400000US06037212610,6037212610,53,5.7,,24263,4144,26,5.6,37.5,30.9,1546,288200,,26.2
1400000US06037212620,6037212620,48.9,7.3,,25146,4999,17.6,5.7,46.4,30.3,1821,413600,,28.1
1400000US06037212700,6037212700,50.6,4.4,,48045,6455,24.4,10.4,48.2,17,2376,369100,,16.1
