GEOID,GEOID11,16+_emp_rate,16+_uemp_rate,uemp_rate,med_hhinc,pop,pct_white,pct_black,pct_asian,pct_other,tol_hu,med_hvalue,pct_noins,pct_poverty
1400000US06037101110,06037101110,63.5 ,4.4,6.5 ,"51,641 ","4,731 ",68.9 ,1.7 ,10.4 ,19.0 ,"1,734 ",430800,,13.7 
1400000US06037101122,06037101122,63.5 ,3.4,5.0 ,"80,489 ","3,664 ",76.7 ,0.8 ,13.6 ,8.9 ,"1,369 ",530100,,6.3 
1400000US06037101210,06037101210,61.8 ,5.7,8.5 ,"39,433 ","5,990 ",66.8 ,3.6 ,7.7 ,21.9 ,"2,317 ",320700,,26.4 
1400000US06037101220,06037101220,61.6 ,5.8,8.6 ,"45,687 ","3,363 ",67.0 ,1.3 ,8.2 ,23.5 ,"1,317 ",423900,,14.0 
1400000US06037101300,06037101300,57.9 ,4.7,7.5 ,"60,612 ","4,199 ",84.6 ,1.1 ,7.7 ,6.6 ,"1,582 ",536000,,5.1 
1400000US06037101400,06037101400,56.9 ,5.2,8.4 ,"72,188 ","3,903 ",77.3 ,1.3 ,9.0 ,12.4 ,"1,568 ",489800,,12.4 
1400000US06037102103,06037102103,64.8 ,1,1.5 ,"74,868 ","1,740 ",76.8 ,1.3 ,9.8 ,12.1 ,680 ,604900,,4.7 
1400000US06037102104,06037102104,60.0 ,2.1,3.4 ,"85,492 ","3,648 ",76.6 ,2.5 ,13.0 ,7.9 ,"1,326 ",492500,,8.3 
1400000US06037102105,06037102105,52.6 ,10,16.0 ,"51,705 ","1,731 ",60.1 ,0.9 ,8.1 ,30.9 ,560 ,442400,,9.6 
1400000US06037102107,06037102107,47.9 ,6.3,11.7 ,"54,958 ","3,851 ",72.4 ,2.7 ,7.3 ,17.6 ,"1,326 ",595100,,18.4 
1400000US06037103101,06037103101,57.0 ,4.7,7.6 ,"64,792 ","2,670 ",76.1 ,0.9 ,9.3 ,13.7 ,948 ,463500,,11.6 
1400000US06037103102,06037103102,63.1 ,2.7,4.1 ,"65,080 ","4,751 ",69.3 ,0.7 ,12.4 ,17.6 ,"1,708 ",426600,,5.1 
1400000US06037103200,06037103200,51.7 ,7.2,12.2 ,"68,785 ","6,150 ",71.2 ,4.5 ,7.5 ,16.8 ,"2,285 ",492200,,10.3 
1400000US06037103300,06037103300,59.8 ,9.2,13.4 ,"95,305 ","3,819 ",81.6 ,1.0 ,5.9 ,11.5 ,"1,400 ",771800,,7.6 
1400000US06037103400,06037103400,54.4 ,4.7,7.9 ,"53,750 ","6,143 ",75.1 ,1.6 ,8.2 ,15.1 ,"2,484 ",404700,,12.6 
1400000US06037104103,06037104103,59.2 ,6.4,9.7 ,"88,167 ","4,085 ",37.6 ,12.9 ,7.1 ,42.4 ,842 ,412500,,5.2 
1400000US06037104105,06037104105,58.5 ,9.1,13.5 ,"39,531 ","5,412 ",44.3 ,6.8 ,5.8 ,43.1 ,"1,456 ",256200,,29.2 
1400000US06037104108,06037104108,57.9 ,5.6,8.8 ,"40,893 ","5,256 ",38.1 ,11.9 ,3.5 ,46.5 ,"1,346 ",421900,,26.9 
1400000US06037104124,06037104124,67.7 ,4.6,6.3 ,"75,179 ","4,175 ",52.6 ,14.2 ,5.5 ,27.7 ,"1,215 ",424000,,9.9 
1400000US06037104201,06037104201,61.0 ,7.9,11.5 ,"42,143 ","4,780 ",38.5 ,8.6 ,0.4 ,52.5 ,885 ,340300,,23.6 
1400000US06037104203,06037104203,56.6 ,4.3,7.0 ,"36,750 ","5,210 ",39.9 ,6.3 ,1.3 ,52.5 ,"1,158 ",354900,,32.2 
1400000US06037104204,06037104204,54.3 ,6.6,10.8 ,"46,923 ","3,375 ",52.9 ,8.7 ,8.1 ,30.3 ,753 ,97200,,12.2 
1400000US06037104310,06037104310,55.0 ,2.5,4.3 ,"58,634 ","4,921 ",46.4 ,4.3 ,0.2 ,49.1 ,931 ,369700,,17.9 
1400000US06037104320,06037104320,62.5 ,7.6,10.8 ,"47,842 ","5,998 ",42.8 ,6.3 ,1.4 ,49.5 ,"1,359 ",381700,,18.4 
1400000US06037104401,06037104401,53.7 ,6.6,11.0 ,"56,406 ","3,357 ",41.2 ,0.3 ,0.6 ,57.9 ,725 ,401500,,23.5 
1400000US06037104403,06037104403,62.8 ,6.5,9.3 ,"60,260 ","3,282 ",44.2 ,0.5 ,1.0 ,54.3 ,717 ,304800,,27.9 
1400000US06037104404,06037104404,50.3 ,6.2,10.9 ,"35,982 ","3,236 ",41.2 ,1.4 ,0.7 ,56.7 ,694 ,413200,,25.4 
1400000US06037104500,06037104500,61.8 ,7.3,10.5 ,"45,370 ","3,293 ",48.2 ,0.7 ,0.8 ,50.3 ,748 ,372300,,17.0 
1400000US06037104610,06037104610,47.4 ,9.6,16.9 ,"38,125 ","3,672 ",44.2 ,0.8 ,0.5 ,54.5 ,785 ,394800,,29.7 
1400000US06037104620,06037104620,52.7 ,7.5,12.5 ,"40,500 ","3,539 ",44.2 ,0.9 ,0.3 ,54.6 ,796 ,366400,,17.4 
1400000US06037104701,06037104701,46.2 ,8.6,15.7 ,"29,597 ","4,208 ",42.8 ,3.9 ,0.5 ,52.8 ,931 ,395100,,34.1 
1400000US06037104703,06037104703,64.4 ,8.7,11.9 ,"45,167 ","2,397 ",48.1 ,2.3 ,0.3 ,49.3 ,584 ,255600,,25.4 
1400000US06037104704,06037104704,60.8 ,11.9,16.3 ,"47,099 ","4,219 ",41.0 ,13.8 ,3.5 ,41.7 ,"1,159 ",267000,,12.9 
1400000US06037104810,06037104810,61.6 ,5.7,8.4 ,"47,065 ","5,328 ",45.0 ,0.7 ,2.0 ,52.3 ,"1,132 ",391900,,20.9 
1400000US06037104821,06037104821,54.2 ,10.4,16.1 ,"44,957 ","3,514 ",50.8 ,1.5 ,1.8 ,45.9 ,834 ,389700,,24.2 
1400000US06037104822,06037104822,56.7 ,5,8.1 ,"31,325 ","2,277 ",39.2 ,1.2 ,7.2 ,52.4 ,614 ,291700,,26.2 
1400000US06037106010,06037106010,63.4 ,4.1,6.1 ,"93,108 ","3,152 ",52.9 ,5.8 ,5.9 ,35.4 ,962 ,501600,,4.5 
1400000US06037106020,06037106020,63.9 ,5.4,7.8 ,"81,797 ","5,557 ",57.4 ,2.8 ,3.6 ,36.2 ,"1,433 ",482400,,8.1 
1400000US06037106111,06037106111,62.4 ,4.8,7.2 ,"80,536 ","4,334 ",56.5 ,5.1 ,7.5 ,30.9 ,"1,345 ",369100,,6.3 
1400000US06037106112,06037106112,64.6 ,2.1,3.2 ,"86,875 ","5,969 ",49.7 ,4.1 ,9.4 ,36.8 ,"1,501 ",441900,,7.3 
1400000US06037106113,06037106113,61.9 ,4.1,6.2 ,"60,125 ","3,493 ",54.1 ,2.8 ,4.5 ,38.6 ,884 ,403600,,5.8 
1400000US06037106114,06037106114,60.9 ,7.9,11.5 ,"47,819 ","5,880 ",46.6 ,4.1 ,2.4 ,46.9 ,"1,622 ",332500,,20.0 
1400000US06037106403,06037106403,50.4 ,4,7.4 ,"57,171 ","3,825 ",52.6 ,1.5 ,1.5 ,44.4 ,863 ,374100,,8.2 
1400000US06037106405,06037106405,60.8 ,3.8,5.9 ,"56,032 ","3,966 ",47.7 ,6.1 ,3.4 ,42.8 ,"1,174 ",355800,,10.1 
1400000US06037106406,06037106406,66.4 ,4.1,5.8 ,"73,705 ","4,962 ",55.3 ,3.4 ,6.4 ,34.9 ,"1,670 ",400800,,9.2 
1400000US06037106407,06037106407,46.5 ,6,11.5 ,"33,869 ","2,933 ",50.9 ,7.4 ,2.6 ,39.1 ,872 ,272500,,19.1 
1400000US06037106408,06037106408,63.7 ,6,8.6 ,"43,409 ","3,463 ",47.7 ,4.0 ,4.3 ,44.0 ,996 ,300000,,18.7 
1400000US06037106510,06037106510,61.9 ,5.5,8.2 ,"72,950 ","5,108 ",47.4 ,7.1 ,7.7 ,37.8 ,"1,538 ",529000,,2.2 
1400000US06037106520,06037106520,61.5 ,6.2,9.1 ,"52,574 ","5,837 ",52.7 ,1.4 ,1.4 ,44.5 ,"1,463 ",283200,,15.3 
1400000US06037106603,06037106603,65.3 ,2.7,4.0 ,"110,395 ","2,979 ",65.3 ,3.3 ,20.1 ,11.3 ,992 ,665500,,1.2 
1400000US06037106604,06037106604,59.4 ,8.2,12.1 ,"46,635 ","5,020 ",50.1 ,2.4 ,3.7 ,43.8 ,"1,265 ",477300,,12.7 
1400000US06037106641,06037106641,59.3 ,6.4,9.8 ,"102,875 ","2,317 ",73.5 ,2.5 ,16.2 ,7.8 ,787 ,651500,,0.7 
1400000US06037106642,06037106642,55.8 ,9.3,14.2 ,"75,919 ","3,236 ",73.2 ,3.6 ,13.0 ,10.2 ,"1,095 ",620700,,13.5 
1400000US06037106643,06037106643,57.5 ,3.7,6.1 ,"114,583 ","4,320 ",71.4 ,3.0 ,18.2 ,7.4 ,"1,344 ",888800,,3.3 
1400000US06037106645,06037106645,52.9 ,7,11.7 ,"87,778 ","3,389 ",74.1 ,3.6 ,14.2 ,8.1 ,"1,205 ",636200,,3.1 
1400000US06037106646,06037106646,60.7 ,3.1,4.8 ,"108,545 ","3,237 ",59.3 ,3.9 ,17.9 ,18.9 ,964 ,535600,,1.1 
1400000US06037106648,06037106648,45.8 ,12.7,21.7 ,"45,368 ","3,890 ",49.7 ,3.0 ,1.6 ,45.7 ,"1,005 ",435800,,15.8 
1400000US06037106649,06037106649,64.1 ,9.2,12.5 ,"74,884 ","2,853 ",42.3 ,4.1 ,21.5 ,32.1 ,727 ,496800,,9.1 
1400000US06037107010,06037107010,56.1 ,5.3,8.6 ,"61,071 ","3,247 ",46.7 ,0.6 ,1.6 ,51.1 ,752 ,376400,,16.6 
1400000US06037107020,06037107020,61.7 ,2.7,4.2 ,"60,212 ","5,404 ",41.4 ,1.6 ,6.6 ,50.4 ,"1,307 ",372600,,13.6 
1400000US06037108101,06037108101,65.4 ,6.4,8.9 ,"110,263 ","2,230 ",66.6 ,3.4 ,22.8 ,7.2 ,800 ,631600,,1.9 
1400000US06037108102,06037108102,59.6 ,4.3,6.7 ,"101,712 ","3,430 ",61.7 ,2.0 ,31.3 ,5.0 ,"1,253 ",650400,,7.6 
1400000US06037108103,06037108103,54.8 ,4.7,7.9 ,"136,641 ","3,256 ",63.3 ,1.6 ,29.9 ,5.2 ,"1,075 ",805100,,0.3 
1400000US06037108104,06037108104,58.0 ,1.7,2.8 ,"125,081 ","1,698 ",69.1 ,3.1 ,21.6 ,6.2 ,587 ,659900,,0.6 
1400000US06037108201,06037108201,59.3 ,2.4,4.0 ,"111,953 ","5,551 ",46.5 ,2.4 ,45.2 ,5.9 ,"1,900 ",677500,,6.0 
1400000US06037108202,06037108202,59.7 ,5.1,7.9 ,"123,052 ","4,895 ",47.9 ,4.1 ,41.6 ,6.4 ,"1,972 ",902300,,4.0 
1400000US06037109100,06037109100,37.9 ,3.7,8.9 ,"44,955 ","2,492 ",61.8 ,3.0 ,9.4 ,25.8 ,775 ,339800,,7.0 
1400000US06037109200,06037109200,59.7 ,11.6,16.2 ,"78,274 ","2,669 ",58.7 ,3.7 ,18.5 ,19.1 ,899 ,437300,,3.4 
1400000US06037109300,06037109300,62.7 ,2.1,3.2 ,"67,667 ","3,085 ",58.9 ,4.1 ,17.5 ,19.5 ,898 ,432900,,4.3 
1400000US06037109400,06037109400,61.9 ,4.3,6.5 ,"56,397 ","3,720 ",52.2 ,2.7 ,6.4 ,38.7 ,"1,068 ",384800,,4.5 
1400000US06037109500,06037109500,62.0 ,6,8.8 ,"54,441 ","4,303 ",50.0 ,1.2 ,2.7 ,46.1 ,"1,054 ",384100,,11.1 
1400000US06037109601,06037109601,59.0 ,4,6.4 ,"73,176 ","5,020 ",53.5 ,3.2 ,10.3 ,33.0 ,"1,323 ",446000,,5.0 
1400000US06037109603,06037109603,63.8 ,5.4,7.7 ,"61,028 ","4,252 ",52.6 ,4.9 ,11.0 ,31.5 ,"1,316 ",437100,,10.7 
1400000US06037109604,06037109604,68.7 ,4.5,6.2 ,"77,381 ","2,975 ",52.5 ,4.3 ,9.8 ,33.4 ,920 ,421600,,6.5 
1400000US06037109700,06037109700,63.7 ,3.1,4.7 ,"67,896 ","4,493 ",55.7 ,2.9 ,17.0 ,24.4 ,"1,400 ",475300,,6.4 
1400000US06037109800,06037109800,61.7 ,3.2,5.0 ,"73,636 ","4,565 ",58.6 ,3.5 ,15.3 ,22.6 ,"1,460 ",477000,,7.7 
1400000US06037111100,06037111100,53.2 ,8.9,14.4 ,"62,344 ","2,982 ",57.7 ,4.0 ,15.5 ,22.8 ,942 ,493100,,9.7 
1400000US06037111201,06037111201,53.6 ,6,10.1 ,"70,142 ","3,410 ",65.0 ,2.8 ,14.7 ,17.5 ,"1,130 ",495500,,3.2 
1400000US06037111202,06037111202,63.9 ,2.4,3.7 ,"80,313 ","5,213 ",65.2 ,3.1 ,16.4 ,15.3 ,"1,938 ",497100,,3.7 
1400000US06037111204,06037111204,61.0 ,4.8,7.3 ,"127,102 ","5,859 ",68.7 ,4.0 ,19.8 ,7.5 ,"1,955 ",733900,,4.0 
1400000US06037111205,06037111205,59.5 ,6,9.2 ,"62,083 ","3,375 ",52.0 ,4.7 ,32.7 ,10.6 ,"1,298 ",543300,,5.3 
1400000US06037111206,06037111206,57.3 ,1.7,2.9 ,"100,809 ","4,490 ",69.8 ,3.1 ,16.6 ,10.5 ,"1,538 ",616100,,7.7 
1400000US06037111301,06037111301,64.3 ,6.5,9.2 ,"49,355 ","7,087 ",51.8 ,6.1 ,23.1 ,19.0 ,"2,778 ",567100,,14.4 
1400000US06037111302,06037111302,53.4 ,6.3,10.6 ,"61,006 ","4,786 ",61.0 ,6.0 ,19.4 ,13.6 ,"1,915 ",580300,,6.6 
1400000US06037111400,06037111400,56.1 ,7.2,11.4 ,"49,968 ","7,560 ",57.5 ,3.7 ,20.5 ,18.3 ,"2,847 ",534300,,12.4 
1400000US06037113101,06037113101,48.6 ,3.8,7.2 ,"84,375 ","3,558 ",71.8 ,3.3 ,12.3 ,12.6 ,"1,140 ",660400,,8.4 
1400000US06037113102,06037113102,53.8 ,6.3,10.4 ,"122,594 ","2,828 ",76.1 ,3.3 ,14.1 ,6.5 ,967 ,892700,,11.1 
1400000US06037113211,06037113211,49.7 ,2.1,4.1 ,"77,931 ","3,787 ",76.7 ,2.7 ,12.1 ,8.5 ,"1,613 ",467400,,3.7 
1400000US06037113212,06037113212,56.7 ,5.5,8.9 ,"85,846 ","3,069 ",63.5 ,5.1 ,17.8 ,13.6 ,"1,082 ",507600,,0.7 
1400000US06037113213,06037113213,64.2 ,6.2,8.8 ,"85,582 ","4,316 ",60.2 ,4.6 ,20.6 ,14.6 ,"1,660 ",462800,,5.8 
1400000US06037113231,06037113231,58.2 ,2.7,4.4 ,"73,929 ","2,125 ",76.8 ,3.8 ,10.6 ,8.8 ,810 ,674500,,12.1 
1400000US06037113232,06037113232,50.4 ,5.5,9.8 ,"71,522 ","3,894 ",71.3 ,4.2 ,13.5 ,11.0 ,"1,388 ",672200,,12.7 
1400000US06037113233,06037113233,68.7 ,4.8,6.6 ,"42,317 ","6,655 ",49.8 ,7.4 ,12.1 ,30.7 ,"2,448 ",336400,,8.8 
1400000US06037113234,06037113234,61.3 ,5.8,8.6 ,"40,444 ","4,667 ",47.4 ,3.6 ,15.6 ,33.4 ,"1,585 ",250000,,18.9 
1400000US06037113235,06037113235,53.5 ,4.2,7.2 ,"73,393 ","1,602 ",82.8 ,3.2 ,3.8 ,10.2 ,766 ,290200,,0.0 
1400000US06037113237,06037113237,65.7 ,1,1.5 ,"91,761 ","3,661 ",65.4 ,5.5 ,18.0 ,11.1 ,"1,496 ",711800,,5.2 
1400000US06037113301,06037113301,59.0 ,5.2,8.1 ,"120,750 ","2,201 ",68.0 ,4.1 ,15.9 ,12.0 ,982 ,794900,,0.0 
1400000US06037113303,06037113303,64.0 ,6.1,8.7 ,"73,958 ","4,006 ",65.3 ,3.3 ,14.5 ,16.9 ,"1,398 ",489500,,3.5 
1400000US06037113321,06037113321,72.6 ,4.5,5.9 ,"56,643 ","5,473 ",54.0 ,5.7 ,20.2 ,20.1 ,"2,406 ",392400,,3.5 
1400000US06037113322,06037113322,62.1 ,3.1,4.7 ,"89,063 ","3,947 ",66.4 ,3.8 ,19.2 ,10.6 ,"1,370 ",595000,,1.8 
1400000US06037113401,06037113401,60.2 ,6.6,9.9 ,"72,122 ","5,543 ",53.7 ,4.0 ,17.3 ,25.0 ,"1,777 ",505400,,6.6 
1400000US06037113421,06037113421,65.2 ,2.9,4.2 ,"45,772 ","6,109 ",47.0 ,9.5 ,13.4 ,30.1 ,"2,064 ",386500,,23.8 
1400000US06037113422,06037113422,65.1 ,5.7,8.0 ,"58,042 ","6,057 ",52.1 ,6.0 ,17.7 ,24.2 ,"2,158 ",377400,,7.7 
1400000US06037115101,06037115101,59.1 ,2.1,3.4 ,"117,500 ","5,046 ",75.1 ,4.0 ,10.6 ,10.3 ,"1,724 ",786000,,3.8 
1400000US06037115103,06037115103,61.9 ,6.6,0.0 ,"75,000 ","2,776 ",42.3 ,25.7 ,12.6 ,19.4 ,31 ,0,,17.2 
1400000US06037115104,06037115104,68.3 ,4.1,9.6 ,"40,712 ","4,444 ",53.9 ,8.5 ,21.9 ,15.7 ,"2,117 ",548000,,23.4 
1400000US06037115201,06037115201,61.1 ,8.8,5.7 ,"50,406 ","6,437 ",51.7 ,6.6 ,24.5 ,17.2 ,"2,911 ",638100,,21.2 
1400000US06037115202,06037115202,63.4 ,4.8,12.6 ,"49,632 ","4,828 ",53.1 ,6.7 ,20.0 ,20.2 ,"1,951 ",500300,,24.5 
1400000US06037115301,06037115301,65.5 ,5.3,7.0 ,"78,860 ","4,156 ",65.2 ,4.5 ,18.9 ,11.4 ,"1,766 ",586200,,13.0 
1400000US06037115302,06037115302,62.4 ,2.4,7.4 ,"35,000 ","4,351 ",45.6 ,2.4 ,7.1 ,44.9 ,"1,025 ",559600,,38.5 
1400000US06037115401,06037115401,57.8 ,8.6,3.7 ,"45,865 ","5,776 ",56.5 ,5.8 ,12.2 ,25.5 ,"2,055 ",644400,,18.4 
1400000US06037115403,06037115403,65.0 ,7,13.0 ,"42,583 ","3,188 ",45.9 ,4.7 ,14.7 ,34.7 ,"1,045 ",494500,,22.3 
1400000US06037115404,06037115404,70.6 ,4.9,9.7 ,"43,381 ","2,913 ",46.9 ,7.6 ,14.2 ,31.3 ,867 ,442000,,7.4 
1400000US06037117101,06037117101,71.0 ,4.9,6.5 ,"61,034 ","4,796 ",30.1 ,5.8 ,37.2 ,26.9 ,"1,376 ",395000,,11.6 
1400000US06037117102,06037117102,55.3 ,3,6.5 ,"74,712 ","2,631 ",55.4 ,4.8 ,13.5 ,26.3 ,828 ,387700,,0.6 
1400000US06037117201,06037117201,57.3 ,3.4,5.2 ,"37,953 ","4,352 ",41.3 ,5.5 ,12.5 ,40.7 ,"1,233 ",521800,,32.6 
1400000US06037117202,06037117202,68.8 ,3.1,5.6 ,"85,340 ","2,471 ",49.6 ,4.8 ,25.3 ,20.3 ,740 ,489800,,7.9 
1400000US06037117301,06037117301,56.6 ,4.5,4.3 ,"79,453 ","3,851 ",64.1 ,5.6 ,14.7 ,15.6 ,"1,236 ",481200,,2.5 
1400000US06037117302,06037117302,63.3 ,5.6,7.4 ,"73,697 ","4,914 ",64.7 ,4.8 ,15.3 ,15.2 ,"1,744 ",565200,,5.0 
1400000US06037117303,06037117303,61.1 ,6.3,8.1 ,"63,256 ","3,512 ",59.2 ,3.2 ,16.0 ,21.6 ,"1,038 ",479400,,5.4 
1400000US06037117404,06037117404,56.7 ,7.5,9.4 ,"65,583 ","4,279 ",53.9 ,5.2 ,16.6 ,24.3 ,"1,335 ",526300,,4.9 
1400000US06037117405,06037117405,66.3 ,5.2,11.7 ,"24,848 ","3,442 ",41.1 ,4.0 ,1.7 ,53.2 ,854 ,275600,,52.4 
1400000US06037117407,06037117407,79.1 ,1.8,7.3 ,"29,547 ","3,636 ",38.9 ,2.7 ,2.4 ,56.0 ,896 ,346300,,35.6 
1400000US06037117408,06037117408,66.2 ,8,2.3 ,"35,775 ","2,830 ",43.5 ,5.0 ,4.4 ,47.1 ,868 ,246900,,30.3 
1400000US06037117510,06037117510,62.9 ,4.6,10.8 ,"35,952 ","4,028 ",37.9 ,3.6 ,8.0 ,50.5 ,"1,013 ",387500,,28.8 
1400000US06037117520,06037117520,63.0 ,4.5,6.8 ,"32,250 ","4,052 ",38.9 ,4.4 ,5.1 ,51.6 ,999 ,343200,,42.7 
1400000US06037117530,06037117530,67.7 ,2.4,6.7 ,"40,872 ","5,641 ",33.7 ,3.6 ,15.7 ,47.0 ,"1,565 ",361400,,24.1 
1400000US06037119001,06037119001,60.5 ,4.7,3.5 ,"71,000 ","4,038 ",42.6 ,1.0 ,17.1 ,39.3 ,997 ,463100,,4.0 
1400000US06037119002,06037119002,59.0 ,4.2,7.2 ,"54,741 ","7,210 ",47.2 ,1.0 ,6.8 ,45.0 ,"1,679 ",444500,,16.0 
1400000US06037119201,06037119201,55.2 ,6.3,6.6 ,"51,620 ","4,137 ",49.5 ,1.4 ,5.4 ,43.7 ,915 ,401100,,11.3 
1400000US06037119202,06037119202,64.1 ,8,10.2 ,"47,146 ","4,707 ",51.2 ,1.9 ,3.9 ,43.0 ,"1,086 ",385700,,19.7 
1400000US06037119310,06037119310,58.6 ,8.9,11.1 ,"60,063 ","3,871 ",38.6 ,4.6 ,14.6 ,42.2 ,"1,150 ",305600,,5.9 
1400000US06037119320,06037119320,72.6 ,4.9,13.1 ,"43,397 ","4,694 ",37.0 ,5.1 ,17.9 ,40.0 ,"1,183 ",340000,,24.4 
1400000US06037119340,06037119340,53.8 ,2.6,6.3 ,"34,727 ","3,884 ",44.3 ,2.8 ,1.4 ,51.5 ,982 ,312500,,32.4 
1400000US06037119341,06037119341,64.6 ,6.8,4.7 ,"45,202 ","2,719 ",34.7 ,3.8 ,30.4 ,31.1 ,797 ,393400,,12.4 
1400000US06037119342,06037119342,58.8 ,2.7,9.6 ,"44,278 ","3,180 ",34.8 ,3.8 ,10.0 ,51.4 ,742 ,272100,,16.7 
1400000US06037119400,06037119400,57.5 ,4.5,4.3 ,"72,434 ","4,987 ",43.5 ,2.1 ,7.8 ,46.6 ,"1,133 ",423600,,16.0 
1400000US06037119700,06037119700,60.5 ,3.8,7.2 ,"56,458 ","5,045 ",50.9 ,1.8 ,22.6 ,24.7 ,"1,328 ",487900,,11.1 
1400000US06037119800,06037119800,60.1 ,6.5,5.9 ,"53,602 ","6,108 ",45.0 ,1.6 ,11.2 ,42.2 ,"1,437 ",451900,,11.2 
1400000US06037119900,06037119900,64.4 ,2,9.8 ,"67,083 ","4,940 ",41.2 ,1.8 ,21.3 ,35.7 ,"1,225 ",404900,,14.8 
1400000US06037120010,06037120010,63.4 ,8.4,3.1 ,"53,311 ","2,844 ",38.0 ,2.5 ,9.7 ,49.8 ,696 ,315700,,4.7 
1400000US06037120020,06037120020,56.6 ,8.5,11.7 ,"29,716 ","4,057 ",36.8 ,2.6 ,15.2 ,45.4 ,"1,120 ",483300,,31.9 
1400000US06037120030,06037120030,70.8 ,1.7,13.1 ,"38,915 ","2,675 ",39.9 ,0.6 ,3.8 ,55.7 ,666 ,0,,26.6 
1400000US06037120103,06037120103,57.2 ,9.2,2.4 ,"36,802 ","3,287 ",38.7 ,4.0 ,2.4 ,54.9 ,865 ,603800,,21.3 
1400000US06037120104,06037120104,36.1 ,12.3,13.8 ,"34,134 ","2,310 ",41.2 ,5.8 ,15.5 ,37.5 ,764 ,389700,,30.9 
1400000US06037120105,06037120105,63.9 ,6.8,25.4 ,"33,191 ","2,812 ",44.2 ,2.3 ,14.4 ,39.1 ,864 ,447300,,13.5 
1400000US06037120106,06037120106,67.4 ,8.2,9.7 ,"31,624 ","4,417 ",32.9 ,2.6 ,14.3 ,50.2 ,"1,197 ",462500,,40.0 
1400000US06037120107,06037120107,63.2 ,6.2,10.8 ,"30,815 ","3,818 ",40.4 ,2.1 ,5.6 ,51.9 ,"1,046 ",409200,,26.6 
1400000US06037120108,06037120108,61.1 ,4.3,9.0 ,"39,054 ","4,838 ",40.1 ,4.4 ,6.6 ,48.9 ,"1,302 ",269000,,28.6 
1400000US06037120300,06037120300,60.4 ,9.3,6.5 ,"66,895 ","5,531 ",42.4 ,1.9 ,19.5 ,36.2 ,"1,463 ",380500,,11.1 
1400000US06037120400,06037120400,58.3 ,6.6,13.4 ,"42,813 ","6,272 ",44.0 ,3.3 ,20.7 ,32.0 ,"2,022 ",417900,,15.0 
1400000US06037121010,06037121010,55.2 ,5,10.1 ,"62,113 ","4,989 ",53.2 ,1.3 ,10.7 ,34.8 ,"1,301 ",407300,,9.3 
1400000US06037121020,06037121020,64.1 ,6,8.3 ,"45,781 ","3,741 ",50.5 ,1.8 ,10.1 ,37.6 ,"1,046 ",484200,,15.1 
1400000US06037121101,06037121101,53.9 ,6.6,8.5 ,"51,104 ","2,932 ",54.1 ,2.3 ,9.9 ,33.7 ,956 ,392900,,16.5 
1400000US06037121102,06037121102,54.8 ,2.9,11.0 ,"54,310 ","2,721 ",62.8 ,1.0 ,5.7 ,30.5 ,829 ,525700,,7.8 
1400000US06037121210,06037121210,49.7 ,4.1,5.1 ,"44,572 ","3,122 ",45.6 ,1.7 ,16.6 ,36.1 ,799 ,349100,,18.2 
1400000US06037121221,06037121221,64.1 ,2,7.6 ,"40,690 ","2,365 ",44.2 ,1.3 ,6.0 ,48.5 ,564 ,384100,,17.6 
1400000US06037121222,06037121222,61.3 ,1.5,3.0 ,"38,378 ","5,293 ",44.5 ,3.6 ,4.6 ,47.3 ,"1,270 ",468200,,20.8 
1400000US06037121600,06037121600,65.1 ,10.8,2.4 ,"73,036 ","3,005 ",53.1 ,1.9 ,22.7 ,22.3 ,851 ,521600,,8.0 
1400000US06037121801,06037121801,51.6 ,10,14.2 ,"35,808 ","3,942 ",46.9 ,4.1 ,5.6 ,43.4 ,"1,215 ",316300,,24.6 
1400000US06037121802,06037121802,61.5 ,7.1,16.2 ,"62,885 ","3,525 ",49.8 ,5.9 ,8.2 ,36.1 ,736 ,404200,,19.1 
1400000US06037121900,06037121900,58.6 ,7.1,10.4 ,"58,077 ","4,110 ",46.6 ,1.3 ,5.7 ,46.4 ,"1,072 ",400400,,15.4 
1400000US06037122000,06037122000,59.8 ,6.5,10.9 ,"65,567 ","5,446 ",55.9 ,1.5 ,18.3 ,24.3 ,"1,538 ",460300,,10.6 
1400000US06037122120,06037122120,58.9 ,4.4,9.9 ,"40,662 ","5,000 ",46.4 ,1.0 ,5.1 ,47.5 ,"1,132 ",391700,,18.2 
1400000US06037122121,06037122121,56.0 ,6,7.0 ,"46,964 ","2,833 ",46.1 ,1.5 ,8.2 ,44.2 ,738 ,432100,,7.4 
1400000US06037122122,06037122122,59.2 ,7.2,9.6 ,"25,991 ","2,439 ",51.7 ,5.2 ,1.9 ,41.2 ,660 ,390600,,23.4 
1400000US06037122200,06037122200,61.5 ,5.7,10.9 ,"37,292 ","4,141 ",53.2 ,1.2 ,3.3 ,42.3 ,973 ,466500,,25.0 
1400000US06037122410,06037122410,55.3 ,12.1,8.5 ,"32,060 ","3,794 ",40.7 ,5.5 ,3.4 ,50.4 ,"1,137 ",176300,,38.4 
1400000US06037122420,06037122420,59.3 ,6.8,18.0 ,"40,778 ","5,050 ",42.9 ,4.0 ,6.6 ,46.5 ,"1,350 ",450300,,21.3 
1400000US06037123010,06037123010,59.4 ,10,10.3 ,"38,826 ","4,580 ",47.1 ,1.1 ,1.7 ,50.1 ,"1,038 ",374700,,20.2 
